pH,Conc(mM),ApproT1(sec),Temp,SatPower(uT),SatTime(ms),100,12,11,10,9,8,7.8,7.6,7.2,7,6.8,6.6,6.5,6.4,6.3,6.2,6.1,6,5.9,5.8,5.7,5.6,5.5,5.4,5.3,5.2,5.1,5,4.9,4.8,4.7,4.6,4.5,4.4,4.3,4.2,4.1,4,3.9,3.8,3.7,3.6,3.5,3.4,3.3,3.2,3,2.8,2.6,2.4,2.2,2,1.8,1.6,1.4,1.2,1,0.8,0.6,0.4,0.2,0,-0.2,-0.4,-0.6,-0.8,-1,-1.2,-1.4,-1.6,-1.8,-2,-2.3,-2.5,-2.8,-3,-6,-9,-10,-11,-12
6.23,5.19,3.4,32,0.5,6002.4,22250,20253,19716,19854,20350,20049,19519,20081,20246,19934,19765,20302,20334,19749,19862,20307,19989,19735,19940,20473,20050,19562,20066,20296,19762,19849,20505,20132,19600,19909,20512,20244,19581,20077,20266,19750,19672,20228,20172,19551,19774,20249,20071,19613,20042,20024,19708,19313,19749,20048,19416,19371,19070,18555,16686,11650,8871.5,12114,16464,18486,19210,19208,19315,19924,20207,19592,19779,20307,20053,19599,19927,20464,19864,19684,20155,20245,19683,19842,20239,20132,19807
6.42,5.15,3.4,32,0.5,6002.4,24458,22848,22354,21888,22469,22936,22214,22138,22653,22816,22009,22134,22780,22623,21979,22093,22908,22390,21791,22454,22477,21872,21964,22560,22663,22117,22119,22782,22481,21942,22275,22904,22119,21793,22602,22628,21947,21987,22794,22664,21864,22389,22815,22033,21658,22178,22656,21687,21676,22189,21906,20800,19964,18253,10189,9695.2,16383,19860,20696,20825,22000,22235,21840,21828,22630,22584,21849,22257,22875,22312,21821,22538,22747,22086,22158,22727,22588,21732,22086,22886,22621
6.56,5.18,3.4,32,0.5,6002.4,25080,22971,23135,22630,22450,23084,23007,22551,22642,22845,22778,22191,22729,22783,22729,22239,22769,23090,22532,22388,22921,22856,22255,22336,22824,22910,22351,22677,23088,22561,22323,22814,23160,22398,22640,23119,22989,22210,22711,23142,22652,22114,22856,22943,22268,22242,22669,22648,21887,22182,22202,21439,20518,18300,10372,10900,15750,19906,21177,21476,22104,22480,22456,22210,22677,23031,22578,22336,23048,22823,22525,22623,23215,23041,22386,22795,23276,22617,22361,22925,23097
6.72,5.13,3.4,32,0.5,6002.4,24234,21607,21244,21492,21657,21144,21155,21696,21570,20952,21230,21543,21460,20725,21611,21759,21166,21090,21241,21501,21098,21126,21776,21237,20806,21533,21570,21254,21091,21468,21525,21265,21297,21600,21630,21393,21258,21626,21458,21006,21272,21557,21516,21253,21526,21497,20990,21247,21229,21063,20438,20423,19664,17072,9815.5,10596,16331,19180,20144,20939,20961,20758,20916,21444,21394,21165,21675,21522,21335,21209,21627,21623,21399,21342,21715,21621,21324,21292,21896,21164,20928
6.86,5.1,3.4,32,0.5,6002.4,22202,19841,19656,19800,19774,19524,19640,19727,19562,19607,19775,19691,19559,19606,19664,19850,19496,19745,19677,19621,19617,19611,19705,19476,19440,19660,19714,19513,19556,19598,19400,19506,19655,19860,19757,19441,19939,19715,19501,19540,19740,19698,19407,19619,19746,19578,19328,19734,19464,19337,19322,19079,18886,17777,15844,10055,9513,14141,17705,18876,19198,19141,19421,19634,19349,19479,19685,19692,19453,19569,19860,19733,19440,19808,19936,19696,19725,19904,19831,19494,19703
7.05,5.1,3.4,32,0.5,6002.4,22946,21177,20424,20400,21040,20881,20263,20808,20998,20737,20286,20845,21007,20367,20380,20822,20890,20497,20409,21101,20758,20218,20830,21054,20518,20315,20914,20861,20161,20277,20755,20632,20251,20571,20945,20447,20310,20784,20796,20369,20346,20874,20791,20168,20592,20886,20565,20292,20757,20932,20344,20114,20596,20528,20042,19761,19455,18725,16976,10299,6296.8,15462,18027,19423,20149,19881,20218,20577,20771,20239,20584,20924,20689,20239,20726,20959,20490,20624,21056,20876,20367
7.14,5.13,3.4,32,0.5,6002.4,24741,22817,22409,22037,22529,22792,22393,22137,22565,22618,22175,22300,22579,22530,22138,22392,22782,22333,22010,22608,22561,22036,22017,22648,22614,22125,22287,22749,22200,21815,22214,22588,22252,22010,22767,22625,22037,22318,22820,22700,22092,22485,22710,22281,22064,22509,22738,22016,22064,22516,22435,21869,21839,22086,21604,20801,20410,18540,9977.1,7646.8,17018,19596,20789,21388,22052,22148,21828,22108,22628,22195,22032,22561,22611,22216,22102,22790,22523,21998,22309,22878,22508
7.31,5.03,3.4,32,0.5,6002.4,24816,22917,23222,22681,22267,23105,23164,22442,22408,22934,23000,22179,22553,23061,22670,22142,22961,23123,22384,22414,22991,23063,22232,22471,22976,22613,22174,22571,23073,22413,22201,22821,22937,22124,22498,23103,22702,22245,22636,23055,22575,22279,22762,23067,22320,22347,23024,22674,22149,22355,22914,22331,21918,22116,22244,21172,20212,18440,8837.5,7764.7,16874,19883,21011,21437,22010,22631,22272,21957,22496,22875,22285,22404,23187,22901,22188,22575,23331,22598,22228,22861,23099
6.27,5.19,1.4,32,0.5,6002.4,25217,24194,24357,24627,24249,24082,24285,24572,24191,24198,24531,24403,24307,24086,24482,24422,23908,24231,24496,24314,24254,24435,24621,24196,24073,24657,24420,23989,24106,24488,24166,24087,24354,24544,24216,24329,24358,24480,24125,24177,24352,24464,24076,24250,24453,24166,23760,24376,24265,24000,23830,24342,24013,23717,23666,23302,22368,20335,10755,11562,19843,22102,23048,23768,23700,23831,24358,24217,24051,24216,24558,24296,24183,24580,24543,24251,24439,24603,24674,24204,24307
6.4,5.18,1.4,32,0.5,6002.4,23427,22946,23105,23129,22735,22888,23000,22888,22879,22931,23067,23022,22911,23076,23072,22808,22892,23153,22976,22783,22986,22979,23046,23006,22963,22946,22917,22825,22854,22998,22751,22851,23006,23027,22804,23036,23184,22902,22820,22954,23139,22790,22790,22986,22962,22715,22786,23014,22886,22817,22883,22878,22662,22609,22605,22433,21918,21751,20588,15617,5754,18224,21014,21777,22084,22519,22634,22740,22855,22917,23082,22639,22949,22870,22961,22760,23120,23226,22907,22895,23106
6.52,5.18,1.4,32,0.5,6002.4,23896,23374,23175,23232,23484,23196,23285,23551,23332,23299,23135,23607,23359,23058,23410,23389,23286,23231,23371,23445,23339,23212,23625,23312,23304,23330,23476,23225,23171,23392,23492,23352,23325,23451,23330,23211,23267,23313,23292,23201,23220,23447,23297,23186,23527,23212,23081,23348,23392,23333,23110,23155,23158,23210,22990,22864,22684,22260,21779,20549,14714,6639.2,18981,21232,22177,22488,22879,23021,23125,23088,23280,23296,23297,23380,23393,23408,23215,23422,23422,23243,23295
