pH,Conc(mM),ApproT1(sec),Temp,SatPower(uT),SatTime(ms),100,12,11,10,9,8,7.8,7.6,7.2,7,6.8,6.6,6.5,6.4,6.3,6.2,6.1,6,5.9,5.8,5.7,5.6,5.5,5.4,5.3,5.2,5.1,5,4.9,4.8,4.7,4.6,4.5,4.4,4.3,4.2,4.1,4,3.9,3.8,3.7,3.6,3.5,3.4,3.3,3.2,3,2.8,2.6,2.4,2.2,2,1.8,1.6,1.4,1.2,1,0.8,0.6,0.4,0.2,0,-0.2,-0.4,-0.6,-0.8,-1,-1.2,-1.4,-1.6,-1.8,-2,-2.3,-2.5,-2.8,-3,-6,-9,-10,-11,-12
6.83,5.15,0.6,27,2,1002.4,20930,21469,21107,20757,20785,21112,21210,20565,20529,21124,21193,20815,20552,20847,21307,20825,20462,20756,21305,20856,20449,20541,21121,20939,20438,20633,21159,21072,20563,20362,20741,21204,20679,20308,20748,21038,20878,20374,20591,20895,20722,20343,20271,20485,20526,20020,19901,20200,20047,19274,18644,17990,16410,13536,8949.5,5928.9,7701.1,12128,15311,17767,18725,19296,19526,19732,20336,20338,20203,20348,20719,20817,20381,20479,20991,21321,20630,20418,21092,21474,20988,20618,20943
6.98,5.1,0.6,27,2,1002.4,22686,23173,23020,22519,22566,23024,23247,22669,22388,22892,23222,22692,22363,22522,23047,22886,22404,22461,23030,22821,22189,22471,22953,22831,22287,22149,22852,23113,22428,22037,22632,22847,22582,22183,22339,23044,22652,22056,22258,22613,22616,21929,22115,22485,22302,21680,21661,21851,21693,20729,19836,18807,16548,12166,7388.3,7269.8,11016,15334,18270,19991,20911,21482,21703,21881,22462,22352,22199,22220,22571,22906,22389,22119,22746,23236,22754,22311,22752,23395,22884,22406,22873
7.18,5.02,0.6,27,2,1002.4,22408,23310,23253,22670,22544,22656,23119,22958,22297,22588,23168,22879,22375,22548,22839,22748,22415,22518,22560,22943,22732,22269,22616,23105,22685,22132,22730,22876,22832,22355,22512,22973,22741,22289,22246,22786,22694,22211,22227,22518,22576,22371,21997,22388,22377,22020,21565,21684,21484,20456,19132,17003,12969,7921,7267.5,10928,15600,18517,20178,21490,21978,22148,22353,22490,22965,22901,22483,22522,22795,23163,22783,22425,22709,23032,22626,22484,22694,23115,23064,22615,22581
7.29,4.99,0.6,27,2,1002.4,21918,21406,21790,22015,22180,21549,21215,22065,22071,21643,21451,21705,22058,21743,21021,21581,22072,21679,21070,21462,22226,21686,21179,21470,21926,21658,21146,21187,21993,22023,21777,21055,21577,21836,21276,21109,21521,21999,21315,21092,21347,21605,21394,20951,21202,21245,20971,20298,20233,19413,18338,15473,11453,7848,8365.2,11399,15257,17932,19787,20401,20894,21223,21633,21780,21364,21593,22022,21846,21510,21622,22137,22172,21505,21209,21883,21971,21927,21393,21845,22421,21730
6.26,51.67,3.4,27,2,1002.4,18311,17598,18019,17363,16920,17473,17935,17312,16811,16690,16875,16717,16159,16327,17334,17338,16662,16677,17367,17386,16768,16561,16866,17222,16819,16614,17112,17473,17157,16705,16908,17747,17414,16861,16882,17525,17152,16791,16800,17096,17369,16704,16402,16702,16678,15916,15270,15602,15830,14897,13358,11579,9380.2,7006,4085.2,2115.4,3364.3,7082,11310,13586,15476,16291,16253,16631,17248,17354,17209,16922,17356,17736,17297,16970,17309,17901,17637,17203,17165,18007,17807,17160,17139
6.44,51.55,3.4,27,2,1002.4,19852,18761,18684,18104,17982,18494,18848,18295,17766,18374,18585,18216,17741,17745,18038,17605,16932,16786,17238,17329,17094,16934,17880,17970,17468,17524,18012,18263,17760,17197,17388,17785,17640,17109,17451,18127,18277,17684,17739,18212,18148,17754,17628,18011,18110,17775,17412,17463,17407,16418,15775,15886,16108,15154,13548,11369,9121.2,6930.2,3386.7,1388.4,3345.8,8182.9,11798,14026,15504,16430,16492,16931,17588,17871,17906,17505,17760,18401,18031,17735,18426,18868,18755,18028,18178
6.53,51.38,3.4,27,2,1002.4,22670,21041,21080,20970,20579,20762,21188,20950,20481,20432,20796,20570,19838,19482,19679,19517,18973,18775,19433,19937,19484,19776,20158,20403,20125,19604,20075,20075,19914,19167,19404,19971,20061,19895,20032,20389,20395,20215,19990,20385,20428,20151,20058,20275,20316,20054,19593,19467,18990,18321,17640,17705,17388,15880,13468,10683,8260.1,4682.6,1543.7,2594.8,7619.3,12505,15348,17237,18226,18897,19277,19541,19827,20293,20309,20012,20320,20750,20823,20476,20653,21270,20973,20717,20686
6.69,51.69,3.4,27,2,1002.4,23314,21639,21995,21481,21145,21396,21650,21549,20994,21009,21256,20754,20160,19826,20179,19938,19407,19440,20195,20562,20275,20250,20676,20836,20644,19957,20174,20380,20068,19701,20091,20582,20639,20578,20284,21014,20879,20761,20509,20798,20980,20681,20546,20657,20798,20589,19869,19717,19186,18536,18182,18038,17399,15444,12365,9759,6820.4,3065.1,1550.4,4958.2,10551,14709,16927,18345,19261,19618,20039,20287,20470,21003,20960,20695,21078,21502,21358,21108,21178,21823,21841,21215,21215
6.82,51.33,3.4,27,2,1002.4,22337,20470,20605,20852,20472,19901,20160,20771,20307,19972,19550,19659,19327,18939,18482,18845,18880,18600,18399,18986,19460,19010,18856,19103,19027,18571,17985,17699,18183,18097,18095,18549,19057,19300,18995,19169,19638,19791,19196,19269,19606,19711,19352,19022,19415,19449,18930,17931,17817,17358,17198,15952,15149,13371,10454,7702.4,4922,2165.3,1267.2,4606,9887.3,13792,16403,17724,18313,18994,19337,19509,19549,19984,20328,20259,19972,20095,20386,20515,20256,20316,20736,20972,20336
