pH,Conc(mM),ApproT1(sec),ExpT1(ms),ExpT2(ms),ExpB1(percent),ExpB0(ppm),ExpB0(Hz),Temp,SatPower(uT),SatTime(ms),-149.998,-148.998,-147.998,-146.998,-145.998,-12,-11,-10,-9,-6,-3,-2.75,-2.5,-2.25,-2,-1.8,-1.6,-1.4,-1.2,-1,-0.8,-0.6,-0.4,-0.2,0,0.2,0.4,0.6,0.8,1,1.2,1.4,1.6,1.8,2,2.2,2.4,2.6,2.8,3,3.2,3.3,3.4,3.5,3.6,3.7,3.8,3.9,4,4.1,4.2,4.3,4.4,4.5,4.6,4.7,4.8,4.9,5,5.1,5.2,5.3,5.4,5.5,5.6,5.7,5.8,5.9,6,6.1,6.2,6.3,6.4,6.5,6.6,6.8,7,7.2,7.4,7.6,7.8,8,9,10,11,12
6.22,24.943,3.4,3985.2,449.41,111.11,0.17281,51.9,37,2,4000,24859,20079,19813,19870,19887,19796,19763,19636,19708,19786,19452,19660,19330,19299,19317,19024,18964,18786,18436,17899,17318,16251,14212,10122,3412.8,911.03,4252.2,8475.1,10760,13027,15168,16494,16957,17244,17069,17850,18475,18706,18995,19211,18973,19306,19140,19161,19295,19106,19427,19377,19252,19044,18923,18867,18794,18724,18825,19115,19136,19085,19092,19294,19350,19092,19125,18762,18638,18154,18224,18299,18735,19051,19489,19442,19467,19414,19696,19527,19515,19649,19700,19737,19405,19630,19694,19737,19622,19679
6.4,24.933,3.4,3995.8,458.81,112.33,0.19532,58.663,37,2,4000,27224,21949,21664,21683,21325,21650,21564,21447,21390,21446,21193,21049,21114,20799,20700,20513,20536,20201,19863,19426,18763,17614,15456,11319,4203.6,732.97,4110.7,8429.9,11250,13562,15745,17623,18395,18602,18503,18932,19768,20217,20662,20481,20727,20982,20890,20956,20741,21107,20652,20724,20893,20565,20457,20265,19909,19853,20152,20476,20461,20662,20651,20641,20676,20610,20584,20350,19805,19765,19483,19791,20160,20575,20806,21019,21097,21085,21236,21315,21397,21331,21384,21427,21444,21541,21209,21479,21365,21614
6.52,24.908,3.4,3913.1,472.29,108.76,0.14265,42.842,37,2,4000,26617,21403,21103,21142,21106,21102,21230,20965,21077,20800,20832,20661,20558,20471,20355,20327,20261,20014,19568,19216,18445,17087,14736,10026,2867,1417,5572.1,9327.1,11751,14097,16441,17703,18391,18498,18279,18931,19688,20154,20323,20214,20601,20592,20517,20522,20390,20346,20358,20495,20195,20109,19982,19558,19281,19242,19637,20002,20179,20344,20403,20230,20289,20303,20103,19775,19435,19187,19211,19591,19871,20158,20440,20633,20686,20821,20766,20850,20892,21026,20823,20847,21116,21054,21038,21006,21170,20978
6.68,24.846,3.4,3959.1,463.85,103.57,0.10358,31.11,37,2,4000,24551,19697,19326,19431,19194,19160,19460,19238,19281,19188,19140,18986,19021,18854,18804,18657,18607,18345,18250,17644,16922,15745,13276,8338.1,1734.3,1276.7,5581.4,9096.7,11029,13363,15287,16402,16706,16947,17208,17586,18078,18592,18596,18636,18644,18754,18776,18768,18644,18895,18620,18336,18268,18282,17991,17170,16869,17115,17802,17955,18237,18601,18570,18611,18450,18388,18124,17888,18007,17909,18014,18211,18297,18545,18560,18689,18861,19072,18891,19042,19246,19192,19337,19292,19305,19229,19362,19411,19418,19336
6.85,24.755,3.4,3958.2,408.3,94.369,-0.016316,-4.9002,37,2,4000,20635,16924,16475,16403,16552,16549,16334,16513,16525,16329,16285,16291,16272,16135,16157,15965,15836,15750,15227,14776,13895,12269,9204.7,3587.2,803.36,3142.8,6868.7,9254,10994,12530,13796,14320,14774,14874,15221,15530,15630,15839,15797,15914,15796,15865,15853,16018,15775,15652,15559,15309,15155,14756,14311,14059,14242,14909,15198,15496,15693,15702,15716,15943,15625,15649,15730,15617,15888,15725,15872,15949,16149,16019,15864,16055,16382,16306,16287,16400,16308,16505,16405,16555,16510,16593,16439,16463,16703,16671
6.98,24.893,3.4,3939.2,392.99,112.01,0.043583,13.09,37,2,4000,24531,19769,19470,19300,19394,19223,19349,19344,19174,19250,19078,19053,18864,18673,18593,18449,18064,17926,17495,16821,15862,13982,10498,4851.4,873.31,2127.8,6223.7,8900.7,11237,13328,15096,15909,16342,16908,17121,17529,17862,18057,18308,18028,18317,18386,18391,18227,18154,17988,18028,17697,17382,16950,16437,16198,16364,16767,17369,17739,17890,17959,18158,18073,18145,17862,18033,18262,18118,18190,18372,18381,18326,18761,18670,18692,18766,18808,18899,18900,18958,19125,19200,19280,19218,19034,19223,19163,19212,19153
7.12,24.918,3.4,3995.5,348.33,116.88,0.039824,11.96,37,2,4000,27041,21448,21478,21458,21458,21121,21160,21356,21101,21103,20876,20856,20762,20467,20455,20325,20051,19749,19125,18188,16928,14564,10494,4360.6,737.15,1878.6,5766.6,9413.7,12274,14446,16291,17053,17899,18333,19017,19053,19242,19592,19663,19744,19918,19782,19679,19839,19529,19412,19258,19077,18586,18160,17850,17652,17694,18061,18720,19051,19433,19689,19737,19780,20053,20029,20137,20215,20212,20299,20161,20406,20603,20670,20467,20600,20669,20755,20725,20916,21023,20715,21127,21092,21137,21248,21128,21215,21206,21240
7.27,24.543,3.4,3941.8,315.32,113.17,0.032313,9.7046,37,2,4000,26626,21462,21136,21291,21217,20988,21064,20838,21105,20980,20633,20794,20482,20244,19913,19848,19473,18936,18373,17172,15758,13348,8827.7,3297.2,1362.3,2454.2,6152,9778.8,12612,14600,15959,16915,17739,18241,18605,18914,19176,19200,19333,19159,19194,19230,19309,19215,19143,19029,18746,18602,18438,18361,18059,18021,18053,18302,18607,18827,19302,19393,19688,19879,20071,20123,20263,20204,20360,20469,20326,20443,20450,20839,20670,20717,20575,20721,20428,20801,20729,20698,20906,21003,20957,21081,20952,20976,20970,21030
6.25,24.943,1.4,1650.3,389.48,105.97,-0.025923,-7.7857,37,2,4000,25991,24129,24254,24043,24380,24155,24110,24191,24194,24156,23779,23887,23784,23647,23380,23531,23287,22793,22386,21975,20904,18873,14734,6266.1,894.95,7164.1,13048,15996,18224,20263,21537,21906,22094,21986,22576,23280,23473,23613,23685,23656,23744,23754,23885,23837,23878,23880,23628,23574,23583,23602,23286,23406,23332,23639,23924,23860,24044,23749,23822,23643,23615,23771,23418,23058,22887,23309,23479,23723,23915,23998,23936,24152,24044,24090,24077,24199,24166,24129,24121,24198,24129,24142,24313,24078,24162,24347
6.43,24.938,1.4,1652,406.04,91.261,-0.12885,-38.698,37,2,4000,21193,19841,19830,19881,19880,19861,19916,19868,19784,19935,19952,19505,19449,19702,19340,19283,19156,18926,18474,18157,17023,14968,10417,2548.3,2838.4,9413.4,12608,14496,16394,17549,18047,18448,18326,18231,18809,19248,19566,19628,19564,19597,19460,19762,19600,19657,19661,19584,19463,19304,19096,18992,19136,19119,19327,19363,19470,19484,19518,19633,19480,19530,19293,19119,18890,18846,19159,19286,19483,19643,19581,19645,19734,19626,19817,19919,19813,19735,19649,19946,19922,20003,19836,19973,19864,19924,19976,19886
6.54,24.915,1.4,1616.1,380.62,109.71,-0.018905,-5.6778,37,2,4000,26186,24663,24590,24668,24486,24311,24556,24620,24684,24515,24249,24178,24220,24005,23790,23696,23383,23050,22673,22130,20849,18670,14155,5845.6,1243.9,7392,12877,15718,18217,20271,21574,22157,22321,22259,22763,23380,23693,23885,23938,24123,24092,24031,24141,24190,23983,23982,24003,24004,23789,23567,23256,23264,23545,23755,24136,24014,24110,23911,23922,23983,23742,23597,23316,23209,23340,23263,23785,24047,24235,24119,24282,24262,24214,24364,24518,24475,24520,24290,24480,24315,24605,24454,24671,24620,24500,24843
6.68,24.831,1.4,1638.9,345.19,116.61,0.013075,3.9269,37,2,4000,28799,26959,26868,27017,26776,26811,26959,26886,26661,26659,26672,26339,26323,26156,25926,25796,25644,25214,24611,23906,22611,20168,15837,7406.3,1120.7,5863.9,12069,16001,18824,21231,22868,23722,24177,24354,24753,25110,25468,25701,26074,25985,26260,26194,26213,26080,26067,25930,25830,25591,25563,25208,24633,24607,24629,25291,25373,25719,25800,25820,25980,25973,25977,25811,25779,25669,25756,25825,25709,26042,26158,26335,26538,26610,26630,26530,26567,26725,26744,26860,26826,26876,26771,26968,26818,26710,26999,26981
6.82,24.735,1.4,1671.2,331.46,114.53,0.019919,5.9824,37,2,4000,27936,26287,26323,26395,26259,26158,26299,26370,26144,26271,25915,25894,25628,25610,25456,25201,24964,24630,24218,23438,22211,19957,15419,7882.7,1635.4,4975.8,11216,15423,18406,20523,22215,23304,23576,24113,24568,24737,24863,25313,25324,25470,25425,25135,25448,25393,25542,25216,24969,24956,24498,24237,23895,23512,23876,24118,24713,24673,25059,25122,25275,25450,25350,25296,25369,25266,25346,25301,25378,25613,25556,25857,25869,25999,25938,26099,26062,26230,26203,26124,26272,26234,26321,26261,26314,26290,26333,26399
6.99,24.772,1.4,1581,315.72,104.77,-0.036756,-11.039,37,2,4000,25240,23724,23835,23628,23774,23559,23619,23609,23503,23512,23446,23416,23091,22967,23016,22698,22560,22168,21777,20993,19590,17067,12496,4472.6,1204.2,6079.8,11817,15250,17749,19377,20708,21162,21820,21943,22225,22316,22776,22724,22979,22836,22880,22783,22696,22885,22887,22554,22520,22249,21884,21733,21252,21245,21578,22012,22487,22467,22618,22712,22907,23058,22871,23120,22941,23099,23136,23130,23233,23218,23409,23108,23341,23470,23214,23391,23376,23442,23788,23687,23509,23617,23619,23670,23480,23767,23746,23820
