pH,Conc(mM),ApproT1(sec),ExpT1(ms),ExpT2(ms),ExpB1(percent),ExpB0(ppm),ExpB0(Hz),Temp,SatPower(uT),SatTime(ms),-149.998,-148.998,-147.998,-146.998,-145.998,-144.998,-12,-11,-10,-9,-6,-3,-2.75,-2.5,-2.25,-2,-1.8,-1.6,-1.4,-1.2,-1,-0.8,-0.6,-0.4,-0.2,0,0.2,0.4,0.6,0.8,1,1.2,1.4,1.6,1.8,2,2.2,2.4,2.6,2.8,3,3.2,3.3,3.4,3.5,3.6,3.7,3.8,3.9,4,4.1,4.2,4.3,4.4,4.5,4.6,4.7,4.8,4.9,5,5.1,5.2,5.3,5.4,5.5,5.6,5.7,5.8,5.9,6,6.1,6.2,6.3,6.4,6.5,6.6,6.8,7,7.2,7.4,7.6,7.8,8,9,10,11,12
6.22,24.943,3.4,3985.2,449.41,111.11,0.17281,51.9,37,2,3000,24855,18246,17600,17652,17812,17707,17577,17612,17629,17557,17572,17577,17379,17332,17263,17303,16943,16952,16858,16427,16047,15743,14796,12901,9472.8,3589.8,855.75,3990,7860.3,9965.2,12045,13643,15026,15497,15614,15603,15978,16559,16898,17129,17276,17163,17176,17338,17269,17339,17283,17376,17392,17240,17160,17331,17005,17000,16815,16756,17180,17154,17201,17203,17329,17110,17252,17153,17089,16760,16548,16545,16719,16766,17200,17127,17324,17389,17497,17517,17455,17652,17684,17601,17489,17731,17783,17523,17645,17593,17663
6.4,24.933,3.4,3995.8,458.81,112.33,0.19532,58.663,37,2,3000,26983,19641,19068,19296,19467,19103,19220,19338,19027,19163,19027,18923,18710,18752,18783,18551,18675,18197,18016,17782,17640,17002,16024,14243,10737,4373.3,774.03,3866.8,7793.6,10375,12312,14497,15789,16512,16837,16710,17220,17754,18254,18316,18435,18417,18602,18813,18610,18703,18566,18419,18728,18595,18497,18420,18270,17888,17874,18071,18457,18456,18698,18574,18481,18374,18627,18355,18096,17977,17748,17677,18037,18122,18295,18477,18741,18672,18876,18866,18820,19031,19124,19167,19123,19336,18862,19076,19073,19076,19052
6.52,24.908,3.4,3913.1,472.29,108.76,0.14265,42.842,37,2,3000,26244,19399,18989,18985,18933,19061,18816,18787,18744,18714,18698,18577,18549,18504,18577,18251,18269,18157,17785,17629,17497,16710,15523,13481,9742.7,3160.5,1556.6,5669,8978.1,10983,12985,15055,16145,16492,16801,16608,17203,17639,17918,18065,18243,18312,18364,18401,18387,18318,18381,18204,18214,18224,18015,18085,17652,17458,17375,17881,17989,17994,18137,18157,18072,18216,18186,18039,17794,17596,17422,17562,17700,18083,17997,18324,18349,18482,18685,18567,18909,18737,18584,18956,18784,18826,18692,18706,18736,18800,18903
6.68,24.846,3.4,3959.1,463.85,103.57,0.10358,31.11,37,2,3000,24154,17738,17399,17163,17416,17397,17006,17366,17190,17252,17145,16969,16990,17004,16825,16840,16808,16657,16476,16251,15793,15342,14304,12120,8093.9,2018,1116.3,5401.7,8589.9,10346,12187,13940,14699,15186,15472,15480,15741,16408,16562,16784,16881,16680,16695,16759,16797,16749,16981,16591,16606,16628,16328,16147,15667,15754,15615,15984,16367,16452,16377,16648,16667,16515,16740,16418,16323,16128,16249,16304,16350,16627,16736,16835,17005,16906,17178,16967,17012,17119,17228,17180,17359,17124,17316,17271,17178,17248,17420
6.85,24.755,3.4,3958.2,408.3,94.369,-0.016316,-4.9002,37,2,3000,20375,15562,14932,14879,14679,14968,15030,14828,14838,14934,14737,14673,14644,14728,14598,14436,14372,14276,14322,13913,13535,12683,11435,8724.1,3543,899.49,3015.1,6517.8,8600,10222,11491,12549,13056,13337,13436,13796,14024,14056,14279,14375,14507,14363,14447,14606,14344,14304,14209,14055,13961,13686,13425,13069,12856,13040,13510,13640,14184,14260,14282,14202,14324,14265,14328,14222,14115,14361,14247,14449,14345,14359,14608,14521,14506,14593,14909,14696,14847,14757,14863,14673,14776,14504,14894,14998,14748,14935,14893
6.98,24.893,3.4,3939.2,392.99,112.01,0.043583,13.09,37,2,3000,24247,17663,17437,17141,17413,17190,17300,17475,17264,17505,16909,17150,16983,16733,16830,16535,16609,16374,16255,15818,15282,14417,12969,9844.6,4753,837.78,2189.9,5858.5,8539.3,10477,12223,13538,14410,14869,15221,15596,15789,16200,16149,16315,16450,16366,16382,16494,16432,16392,16293,16305,16026,15916,15424,15180,14845,14810,15047,15547,16050,16240,16261,16262,16481,16290,16512,16186,16460,16369,16553,16297,16432,16761,16620,16708,16707,16661,16810,17037,16854,17110,17073,17290,17024,17010,17126,17300,17292,17161,17334
7.12,24.918,3.4,3995.5,348.33,116.88,0.039824,11.96,37,2,3000,26660,19569,19048,19012,18813,18992,18912,18858,18974,18754,18840,18709,18501,18470,18466,18296,18141,17834,17536,17338,16622,15386,13448,9846.6,4419.5,793.82,1938.6,5709.4,9074.1,11542,13249,14553,15466,16337,16731,16991,17170,17545,17635,17729,17912,17796,18038,17792,17706,17741,17352,17304,17229,16915,16742,16346,15936,16095,16191,16877,17319,17433,17593,17944,17872,18075,17970,18074,18316,18223,18313,18263,18423,18228,18387,18200,18614,18345,18613,18381,18634,18759,18726,18731,18755,19028,18782,18975,18966,19056,18839
7.27,24.543,3.4,3941.8,315.32,113.17,0.032313,9.7046,37,2,3000,26494,19737,18812,19005,18725,18609,18669,18802,18624,18699,18769,18465,18168,18425,18468,18136,17770,17751,17443,16716,15743,14470,12317,8448.2,3474.4,1337.6,2289.6,5982.4,9478.3,11453,13516,14671,15347,15917,16322,16621,16865,17227,17464,17485,17535,17397,17287,17336,17329,17076,17139,16978,16737,16780,16618,16482,16325,16516,16709,16919,17318,17524,17361,17799,17769,17890,18051,18133,18228,18189,18287,18212,18280,18442,18428,18603,18342,18448,18627,18324,18450,18468,18685,18564,18648,18612,18635,18781,18579,19006,18887
6.25,24.943,1.4,1650.3,389.48,105.97,-0.025923,-7.7857,37,2,3000,26225,22783,23050,23073,23133,23063,23064,22942,23047,23061,23191,22905,22765,22636,22698,22312,22370,22252,22033,21710,21235,20184,18101,14676,6434.2,1058,7123.6,12666,15948,17875,19530,20717,21144,21429,21410,21812,22228,22480,22561,22603,22758,22633,22824,22788,22782,22805,22845,22846,22819,22676,22510,22495,22371,22587,22705,22629,22680,22613,22879,22990,22760,22686,22580,22413,21993,21970,22222,22549,22757,22734,22788,22838,23113,23062,22932,23075,22981,23015,23143,23009,23061,23178,23176,22955,22890,23252,23288
6.43,24.938,1.4,1652,406.04,91.261,-0.12885,-38.698,37,2,3000,21032,18892,19120,19147,19159,19081,19201,19054,19123,19038,18974,18908,18931,18788,18763,18483,18609,18429,18173,18026,17479,16616,14728,10356,2327.4,2836.6,9161.9,12645,14275,16050,17122,17775,17765,17815,17878,18285,18554,18509,18680,18644,18785,18753,18838,18806,18986,18883,18779,18775,18677,18563,18421,18346,18407,18774,18702,18698,18798,18771,18823,18863,18756,18561,18552,18345,18275,18587,18444,18711,18727,18885,18929,18846,18967,18937,18909,18871,18950,18949,19142,19086,19096,18916,19082,19081,19080,19007,19087
6.54,24.915,1.4,1616.1,380.62,109.71,-0.018905,-5.6778,37,2,3000,26327,23721,23571,23456,23639,23489,23676,23606,23443,23381,23393,23101,22978,23130,23125,22811,22745,22498,22135,21848,21181,20199,17991,14087,5764.3,1253.3,7399.1,12930,15479,17710,19607,20898,21383,21524,21505,21843,22541,22732,22943,22957,22892,23020,23037,23262,23106,22990,22989,23024,23058,22707,22723,22372,22480,22558,22922,22902,22973,22991,23058,23160,22971,22897,22788,22467,22447,22453,22699,22671,22836,23007,23191,23242,23276,23259,23371,23413,23401,23290,23247,23410,23258,23497,23393,23372,23511,23516,23552
6.68,24.831,1.4,1638.9,345.19,116.61,0.013075,3.9269,37,2,3000,29128,25689,25784,25835,25756,25628,25799,25536,25590,25569,25548,25350,25091,25090,25021,24916,24549,24419,24320,23624,22886,21902,19605,15454,7561.7,1127,5728.6,11950,15689,18296,20848,22280,22883,23265,23606,23688,24185,24630,24622,25008,25044,25089,24941,24897,24995,24905,24840,24702,24609,24292,24060,23745,23404,23736,24139,24672,24646,24673,24985,24904,24738,24730,24714,24558,24764,24658,24735,24781,24759,25024,25185,25145,25170,25365,25448,25593,25609,25567,25360,25716,25519,25663,25608,25502,25587,25796,25748
6.82,24.735,1.4,1671.2,331.46,114.53,0.019919,5.9824,37,2,3000,28260,25355,25104,24944,25080,25170,25144,25203,25159,25091,25098,25055,24630,24648,24654,24555,24214,24084,23728,23416,22607,21425,19323,15480,7881.2,1635.7,4765.6,11162,15306,17996,20167,21502,22409,22827,23148,23508,23793,23975,24140,24350,24236,24222,24335,24359,24196,24233,24158,24126,23992,23669,23336,23091,22700,22935,23297,23643,23995,24249,24253,24315,24420,24167,24267,24166,24483,24142,24571,24491,24499,24593,24748,24725,24657,24788,24918,24827,24982,24980,25023,25103,24975,25097,25127,25028,25219,24792,25025
6.99,24.772,1.4,1581,315.72,104.77,-0.036756,-11.039,37,2,3000,25555,22837,22696,22738,22871,22864,22820,22778,22587,22619,22738,22573,22207,22056,22307,22066,21760,21774,21482,20778,20148,19198,16875,12416,4800.7,1122.6,6088.7,11781,15134,17311,18871,19662,20367,21048,21177,21459,21467,21768,21810,21887,21908,22116,22185,21920,21901,21626,21634,21366,21384,21101,20791,20571,20509,20587,21299,21689,21616,21789,21898,21981,21836,22074,22048,22107,22116,22165,22229,22376,22251,22221,22415,22290,22319,22400,22249,22547,22619,22511,22484,22561,22726,22606,22535,22464,22780,22499,22572
7.18,24.965,1.4,1578.2,307.5,89.047,-0.12356,-37.109,37,2,3000,20732,19014,18789,18739,18628,18877,18789,18884,18716,18795,18689,18573,18420,18421,18464,18050,17922,17877,17745,17474,16806,15705,13444,8809.4,2138.3,2387.2,7867.9,11958,14003,15467,16342,16938,17282,17557,17669,17807,18041,17987,17993,18189,18314,18089,18076,18258,17988,17720,18022,17807,17600,17415,17275,17103,17377,17448,17703,18184,18168,18160,18323,18349,18369,18248,18428,18159,18371,18650,18489,18502,18421,18562,18473,18484,18368,18392,18462,18511,18610,18423,18500,18639,18564,18485,18592,18688,18616,18674,18645
7.33,24.704,1.4,1607,265.4,110.32,0.063561,19.09,37,2,3000,26690,24074,24049,23807,24056,24037,23931,23864,23712,23745,23718,23469,23573,23410,23416,23176,23144,22869,22444,22046,21229,19915,17628,13875,7205.6,1470.9,3064.9,9207.5,13941,16906,18830,20065,20932,21533,21920,22228,22331,22453,22633,22653,22800,22675,22580,22653,22492,22689,22641,22525,22493,22250,22145,22045,22056,22080,22081,22227,22660,22729,22791,22955,23002,23275,23171,23277,23503,23576,23376,23495,23490,23675,23548,23495,23502,23383,23523,23452,23542,23789,23588,23695,23774,23715,23647,23875,23732,23792,23764
6.22,24.943,0.86,1087,323.38,115.26,0.1076,32.316,37,2,3000,29994,28702,28499,28585,28687,28628,28483,28524,28422,28264,28603,28257,27959,27682,28128,27618,27632,27462,27162,26925,26136,25560,23940,21004,14560,3935,3811.8,12285,17786,20886,23112,24929,25858,26409,26233,26490,27009,27420,27791,27826,27780,28083,27926,28074,28078,28070,28114,28119,28023,27761,27762,27897,27819,27708,27643,27986,27957,28039,28153,28172,28174,28003,28089,27865,27645,27407,27354,27652,27800,28072,28078,28293,28250,28232,28170,28282,28208,28532,28212,28222,28343,28382,28328,28603,28293,28618,28541
6.43,24.935,0.86,1025.2,317.14,112.36,0.055568,16.689,37,2,3000,29058,27523,27814,27902,27820,27619,27559,27867,27812,27724,27562,27503,27277,27152,27239,27237,26980,26630,26696,26226,25718,24817,23006,19823,12468,2738.6,6208.5,14392,18640,21099,23383,24649,25498,25994,25721,26153,26564,26787,27096,27193,27223,27526,27069,27406,27225,27421,27467,27408,27324,27321,27211,27009,26676,26930,26908,27181,27242,27275,27156,27347,27112,27130,27008,27185,26833,26655,26732,26917,27082,27280,27482,27355,27545,27522,27649,27577,27760,27527,27605,27845,27776,27627,27652,27669,27681,27616,27545
