pH,Conc(mM),ApproT1(sec),ExpT1(ms),ExpT2(ms),ExpB1(percent),ExpB0(ppm),ExpB0(Hz),Temp,SatPower(uT),SatTime(ms),-149.998,-148.998,-147.998,-146.998,-145.998,-144.998,-143.998,-142.998,-141.998,-12,-11,-10,-9,-6,-3,-2.75,-2.5,-2.25,-2,-1.8,-1.6,-1.4,-1.2,-1,-0.8,-0.6,-0.4,-0.2,0,0.2,0.4,0.6,0.8,1,1.2,1.4,1.6,1.8,2,2.2,2.4,2.6,2.8,3,3.2,3.3,3.4,3.5,3.6,3.7,3.8,3.9,4,4.1,4.2,4.3,4.4,4.5,4.6,4.7,4.8,4.9,5,5.1,5.2,5.3,5.4,5.5,5.6,5.7,5.8,5.9,6,6.1,6.2,6.3,6.4,6.5,6.6,6.8,7,7.2,7.4,7.6,7.8,8,9,10,11,12
6.22,24.943,3.4,3985.2,449.41,111.11,0.17281,51.9,37,2,2000,24095,15672,14691,14535,14411,14451,14402,14510,14420,14513,14287,14485,14331,14376,14311,14410,14335,14171,13959,14073,13810,13829,13560,13297,13005,12245,11047,8414,3458,951.5,3737.5,6634.6,8789.7,10160,11481,12230,12793,13100,12980,13354,13587,13838,13907,13968,14186,14105,14166,14306,14281,14317,14020,14095,14111,14078,13945,14042,13858,13832,13887,13935,14097,14168,14175,14146,14278,14020,13987,13931,13914,13667,13568,13849,13783,14081,14148,14187,14401,14055,14147,14420,14313,14367,14437,14289,14339,14359,14370,14383,14301,14580
6.4,24.933,3.4,3995.8,458.81,112.33,0.19532,58.663,37,2,2000,26186,16941,16015,15838,15704,15693,15665,15637,15671,15413,15646,15637,15553,15664,15390,15154,15423,15288,15201,15241,15165,14771,14869,14662,13956,13338,12069,9422.6,4238.9,884.1,3480.2,6942.9,9127.6,10575,12180,13143,13767,13911,13922,14275,14688,14803,15156,15021,15230,15339,15354,15126,15350,15489,15384,15177,15363,15229,15046,14872,14908,14712,14888,15063,15041,15239,15388,15321,15190,15205,15085,14969,15025,14672,14565,14892,14739,15252,15237,15470,15371,15383,15584,15648,15559,15506,15764,15745,15379,15444,15535,15515,15717,15470
6.52,24.908,3.4,3913.1,472.29,108.76,0.14265,42.842,37,2,2000,25413,16667,15639,15330,15590,15535,15585,15679,15560,15388,15490,15346,15486,15466,15170,15268,15146,15211,15029,14968,14979,14869,14617,14188,13825,13145,11636,8702.6,3207,1426.3,5035.8,7818.2,9668.8,11276,12574,13324,13727,14060,13879,14283,14660,14955,14891,15238,15100,15151,15364,15105,15258,15025,15262,15044,14987,15046,14890,14812,14381,14496,14773,14602,14898,15065,15068,15123,15362,14879,14979,14684,14787,14420,14572,14660,14922,14972,15099,15056,15283,15181,15405,15446,15294,15476,15411,15303,15425,15389,15144,15357,15502,15587
6.68,24.846,3.4,3959.1,463.85,103.57,0.10358,31.11,37,2,2000,23455,15369,14528,14289,14273,14146,14368,14335,14474,14313,14150,14361,14317,14255,14084,14019,14036,14017,14110,13767,14014,13596,13423,13233,12932,11938,10604,7355.9,1888.6,1181.1,4847,7305.9,9067.2,10745,11707,12280,12719,12623,12930,13221,13599,13750,13854,14021,13852,13899,14106,13804,14037,13954,13857,13940,13695,13639,13348,13004,13037,13203,13268,13468,13856,13895,13865,13796,13796,13851,13744,13613,13753,13537,13743,13533,13925,13891,13940,14114,14058,13934,14160,14145,14175,14155,14113,14248,14197,14278,14317,14183,14320,14196
6.85,24.755,3.4,3958.2,408.3,94.369,-0.016316,-4.9002,37,2,2000,19824,13567,12718,12488,12319,12522,12367,12434,12351,12454,12491,12386,12305,12380,12178,12237,12080,12015,12169,12088,11995,11780,11603,11253,10785,9686.2,7781.4,3283.1,811.23,2755.9,5750.8,7484.7,9033.4,9968.6,10595,10980,11241,11328,11601,11758,11679,11814,11941,12042,12083,12175,11941,11953,12275,11839,11999,11779,11498,11442,11181,11268,11189,11585,11703,11823,11917,11908,11791,11901,11997,11954,11880,11920,12150,12012,12091,12016,12093,12078,12050,12245,12224,12254,12388,12211,12343,12287,12360,12449,12157,12328,12408,12372,12471,12298
6.98,24.893,3.4,3939.2,392.99,112.01,0.043583,13.09,37,2,2000,23647,15306,14463,14199,14148,14160,14058,14203,14315,14023,13967,14250,14118,14092,13883,14234,13687,13720,13743,13601,13477,13156,13177,12596,12080,10806,8654.5,4632.8,855.19,2198.5,5354.5,7585.5,9068.1,10309,11372,12001,12325,12771,12859,13025,13487,13354,13464,13576,13517,13645,13550,13622,13570,13591,13520,13362,13221,13033,12726,12373,12566,12704,12928,13315,13328,13307,13636,13601,13476,13455,13477,13497,13662,13458,13575,13731,13502,13727,13786,13784,13767,13818,13878,13846,14023,13855,14090,14104,14058,14096,14003,14098,14031,14130
7.12,24.918,3.4,3995.5,348.33,116.88,0.039824,11.96,37,2,2000,25935,16536,15665,15399,15476,15218,15405,15265,15390,15367,15449,15364,15489,15526,15096,15130,15070,15069,14993,14786,14627,14434,14225,13673,12897,11493,8746.4,4341.1,787.88,1780.9,5302.4,7969.2,9687.6,11357,12341,12932,13324,13914,13912,14312,14528,14771,14567,14675,14714,14692,14719,14688,14509,14508,14508,14425,14216,13809,13703,13292,13396,13605,13731,14382,14491,14695,14869,14750,14627,14816,14982,14867,14837,14921,15034,14900,15003,15025,15174,15019,15186,15061,15093,15282,15204,15338,15421,15426,15332,15413,15128,15465,15551,15509
7.27,24.543,3.4,3941.8,315.32,113.17,0.032313,9.7046,37,2,2000,25587,16496,15827,15587,15258,15368,15373,15356,15536,15500,15330,15159,15267,15245,15102,15180,14852,14884,14751,14760,14692,14389,13899,13487,12236,10713,7728.3,3374.3,1375.4,2156.2,5359,8147.8,10101,11310,12343,12989,13598,13717,13996,14123,14195,14294,14593,14412,14422,14284,14440,14333,14422,14273,14195,14106,13871,13877,13581,13587,13876,13894,14070,14208,14301,14582,14698,14665,14818,14732,14941,14900,14923,14865,15059,15221,14870,15063,15070,15098,15281,15060,15248,14989,14911,15112,15316,15250,15324,15287,15190,15356,15232,15592
6.25,24.943,1.4,1650.3,389.48,105.97,-0.025923,-7.7857,37,2,2000,25820,20874,20805,20600,20664,20765,20657,20602,20612,20677,20679,20757,20831,20809,20302,20383,20395,20432,20104,20051,20034,19908,19603,19027,18259,16860,13552,6228.2,1391.9,6663.2,11998,14393,16575,17931,18737,19231,19423,19200,19603,19854,20243,20442,20403,20310,20433,20495,20426,20319,20552,20424,20442,20382,20401,20289,19962,20038,20142,20254,20552,20363,20460,20477,20370,20235,20381,20267,20101,19941,19939,20181,20123,20303,20474,20384,20425,20602,20566,20618,20590,20725,20480,20421,20575,20630,20768,20606,20732,20728,20668,20673
6.43,24.938,1.4,1652,406.04,91.261,-0.12885,-38.698,37,2,2000,20962,17594,17303,17235,17250,17373,17339,17181,17239,17424,17210,17291,17275,17150,17062,16979,17108,16911,16889,16843,16680,16694,16283,15965,15128,13742,9849.6,2575.1,2615.9,8655.5,11679,13248,14579,15510,15984,16098,16178,16117,16722,16772,16885,16901,16990,16891,17131,17163,17198,17064,16982,17214,16922,16968,16942,16665,16613,16786,17033,16947,16969,16938,16980,17036,16981,17010,16823,16646,16574,16593,16680,16898,17073,17050,16908,17042,17324,16995,17015,17197,17238,17191,17015,17216,17205,17255,17153,17172,17333,17161,17175,17072
6.54,24.915,1.4,1616.1,380.62,109.71,-0.018905,-5.6778,37,2,2000,26194,21302,21006,20915,20863,20992,20916,20959,20856,20813,21018,20936,20886,20769,20754,20676,20615,20597,20471,20531,20213,19939,19690,19165,18375,16349,13183,5763.4,1110.2,6766.2,11913,14367,16288,17804,18875,19392,19298,19449,19708,20200,20397,20270,20663,20477,20521,20670,20473,20764,20472,20564,20457,20668,20435,20423,20100,20163,20035,20422,20438,20533,20722,20421,20567,20625,20355,20282,20218,19951,20083,20198,20500,20530,20540,20651,20771,20621,20859,20784,20853,20880,20905,20732,20866,20859,20982,20959,20852,20888,20757,20796
6.68,24.831,1.4,1638.9,345.19,116.61,0.013075,3.9269,37,2,2000,28871,23221,22779,23072,22785,22972,22874,22847,22872,22893,22734,22943,22948,22705,22585,22298,22450,22325,22294,22091,22097,21592,21307,20682,19984,18127,14599,7327.6,1281.1,5400.6,11224,14481,16880,18846,19961,20857,20933,21397,21361,21742,21904,22062,22051,22227,22257,22514,22367,22501,22192,22249,22265,22126,21889,21626,21302,21283,21416,21519,21892,22237,21980,22134,22215,22127,22071,22016,22191,21936,21919,21900,22008,22351,22241,22331,22424,22746,22559,22712,22674,22597,22661,22702,22844,22765,22730,22765,22737,22893,22791,22717
6.82,24.735,1.4,1671.2,331.46,114.53,0.019919,5.9824,37,2,2000,28121,22646,22614,22359,22510,22460,22369,22387,22302,22370,22432,22531,22291,22471,22247,22172,21904,22078,21819,21698,21486,21116,20984,20356,19345,17801,14196,7651.9,1671,4591.9,10531,14340,16737,18451,19585,20164,20451,20946,21058,21362,21755,21768,21732,21784,21859,21826,21785,21627,21838,21505,21506,21621,21203,21079,20764,20606,20729,20979,21256,21472,21632,21734,21720,21878,21787,21811,21910,21766,21802,21859,21715,21733,21786,21908,21905,22158,22119,22166,22249,22199,22179,22282,22218,22220,22407,22280,22052,22289,22397,22296
6.99,24.772,1.4,1581,315.72,104.77,-0.036756,-11.039,37,2,2000,25079,20518,20444,20469,20402,20444,20448,20102,20302,20320,20457,20300,20371,20273,20137,20069,19993,19962,19799,19541,19705,19195,19069,18389,17421,15516,11649,4819,1059.6,5852.7,11036,14080,15890,17213,18135,18522,18893,19077,19341,19723,19634,19632,19822,19724,19648,19847,19816,19571,19592,19570,19574,19422,19177,18776,18730,18805,18916,19198,19363,19572,19693,19669,19831,19898,19696,19825,19918,20004,19962,20075,19924,19937,20078,20171,19969,20075,20021,20159,20218,20268,20165,20358,20127,20199,20180,20184,20290,20369,20151,20341
7.18,24.965,1.4,1578.2,307.5,89.047,-0.12356,-37.109,37,2,2000,20601,17129,17015,17155,16981,16891,16915,16901,17005,17011,16909,16859,16967,16960,16715,16589,16552,16549,16597,16615,16292,16237,15719,15200,14241,12348,8605.4,2249.8,2167.4,7424.6,11036,12852,14102,15020,15548,15816,15947,16022,16163,16178,16428,16351,16482,16625,16308,16677,16572,16333,16395,16266,16340,15840,16021,15637,15689,15623,16118,16132,16229,16400,16417,16500,16528,16622,16773,16594,16742,16720,16634,16761,16619,16650,16838,16838,16751,16786,16763,16787,16862,16697,16862,16835,16910,16729,16893,16781,17013,16921,16892,16754
7.33,24.704,1.4,1607,265.4,110.32,0.063561,19.09,37,2,2000,26244,21668,21520,21403,21502,21198,21437,21330,21276,21547,21255,21322,21446,21281,20926,21001,21062,20801,20801,20622,20374,20274,19955,19170,18389,16440,13138,7445.9,1370.1,2775.4,8624,12775,15748,17417,18375,18948,19460,19810,20021,20092,20316,20395,20508,20464,20389,20546,20461,20430,20489,20382,20251,20229,20058,19887,19996,19779,19916,19873,20085,20336,20452,20545,20709,20528,20924,20876,20834,21070,20796,21142,21016,20960,21038,21133,21162,21149,21106,21279,21101,21126,21073,21334,21063,21239,21362,21134,21363,21164,21463,21226
6.22,24.943,0.86,1087,323.38,115.26,0.1076,32.316,37,2,2000,29732,26622,26533,26609,26561,26388,26619,26521,26530,26507,26523,26491,26543,26249,26375,25972,25902,25983,25949,25656,25684,25503,25074,24716,23939,22618,19950,14189,3987.3,3500.5,11782,17224,19771,21995,23652,24343,24625,25055,24887,25407,25812,26113,26022,26004,25946,26331,26198,25978,26205,26174,26126,26246,26091,26278,26094,25845,25725,25882,25867,26134,26189,26014,26299,26270,26125,26100,25899,25860,25673,25677,25777,25861,26014,26172,26233,26335,26318,26413,26283,26293,26408,26453,26471,26342,26502,26429,26259,26555,26268,26382
6.43,24.935,0.86,1025.2,317.14,112.36,0.055568,16.689,37,2,2000,28837,26070,26022,26218,25961,26242,26100,26156,26143,25907,26078,26033,26067,26010,25868,25742,25711,25659,25516,25278,25298,25029,24719,24321,23476,22103,19186,12351,2835,5853.4,13723,17843,20036,22243,23550,24170,24453,24529,24502,24975,25536,25400,25661,25789,25581,25677,25616,25637,25325,25783,25613,25637,25413,25466,25448,25190,25174,25328,25598,25676,25617,25501,25615,25539,25528,25513,25258,25306,25119,25275,25286,25626,25618,25791,25717,25791,25898,25868,25910,25858,25928,25881,26063,25830,25891,25923,25926,26261,26239,25969
6.58,24.915,0.86,1031.9,335.63,103.41,0.044167,13.265,37,2,2000,24981,22959,22780,22801,22844,22988,22980,22857,22858,22800,22808,22663,22678,22656,22790,22598,22713,22487,22291,22284,22052,21923,21825,21334,20493,19433,16781,10973,2370.5,6040.9,12868,16573,18134,19886,20846,21467,21587,21578,21592,22162,22249,22131,22497,22528,22342,22526,22453,22396,22433,22574,22493,22535,22305,22269,21963,22019,22023,22120,22439,22455,22392,22525,22702,22480,22559,22365,22313,22180,22123,21983,22122,22284,22487,22536,22485,22714,22611,22673,22617,22815,22540,22731,22862,22890,22854,22849,22700,22698,22679,22932
