pH,Conc(mM),ApproT1(sec),ExpT1(ms),ExpT2(ms),ExpB1(percent),ExpB0(ppm),ExpB0(Hz),Temp,SatPower(uT),SatTime(ms),-149.998,-148.998,-147.998,-146.998,-145.998,-144.998,-143.998,-142.998,-141.998,-140.998,-139.998,-138.998,-137.998,-136.998,-135.998,-134.998,-133.998,-12,-11,-10,-9,-6,-3,-2.75,-2.5,-2.25,-2,-1.8,-1.6,-1.4,-1.2,-1,-0.8,-0.6,-0.4,-0.2,0,0.2,0.4,0.6,0.8,1,1.2,1.4,1.6,1.8,2,2.2,2.4,2.6,2.8,3,3.2,3.3,3.4,3.5,3.6,3.7,3.8,3.9,4,4.1,4.2,4.3,4.4,4.5,4.6,4.7,4.8,4.9,5,5.1,5.2,5.3,5.4,5.5,5.6,5.7,5.8,5.9,6,6.1,6.2,6.3,6.4,6.5,6.6,6.8,7,7.2,7.4,7.6,7.8,8,9,10,11,12
6.22,24.943,3.4,3985.2,449.41,111.11,0.17281,51.9,37,1,1000,23096,12226,10864,10421,10262,10369,10189,10166,10362,10388,10300,10230,10335,10088,10177,10098,10165,10149,10070,10228,10216,10154,10408,10250,10246,10117,10176,10185,10011,10255,10183,10146,10077,10059,9980.3,9575.4,7977.4,2197.1,7057.9,8492.2,9180.4,9608.9,9731,9980.6,10160,10114,10079,9958.6,10348,10235,10154,10401,10050,10003,10240,10153,10270,10270,10134,10206,10334,10276,10301,10212,10142,9970.2,10218,10246,10122,10156,10105,10354,10167,10113,10275,10182,10132,10078,10051,10279,9989.1,10282,10317,10174,10337,10359,10129,10238,10081,10276,10171,10278,10276,10046,10181,10159,10350,10261
6.4,24.933,3.4,3995.8,458.81,112.33,0.19532,58.663,37,1,1000,25461,13208,11636,11283,11109,11162,11037,11108,11131,11026,10943,10837,10940,11044,11064,11044,11180,10897,10887,11045,11028,11027,10919,11047,11134,11126,11057,11102,10842,10866,10905,11003,10864,10834,10704,10351,9000.7,1426,7222.7,9227.7,9889,10213,10509,10777,10792,10922,10927,10742,10747,10905,10993,10896,10827,11014,11170,10959,11060,11052,11063,10935,10949,10939,11027,10878,10711,10846,10891,10921,10902,10815,11011,10866,11100,10771,10824,11236,11113,10933,11000,10845,11009,10932,11019,11009,11159,11046,11011,10995,10964,10944,11105,11062,11052,11000,11093,11014,11122,11059
6.52,24.908,3.4,3913.1,472.29,108.76,0.14265,42.842,37,1,1000,24699,13184,11708,11187,11057,10857,11107,11168,10991,10921,11157,11056,11206,10987,10990,10957,11090,11013,10947,10936,11196,10906,11204,10918,11092,11017,10993,11010,11015,11005,10942,11088,10965,10871,10615,10364,8014.7,4436.5,8342.7,9620.4,10150,10571,10502,10642,10822,10902,10825,10950,11047,11154,11108,10886,11207,11001,10890,10893,11030,11262,10889,11160,10858,11075,10854,11110,10987,10856,10869,11027,11025,10904,11030,10795,10856,10858,10979,11064,11056,10707,11055,10953,10998,10922,10932,11057,11020,11016,11052,10953,10991,11102,11031,10944,11055,10902,11074,11049,10965,10971
6.68,24.846,3.4,3959.1,463.85,103.57,0.10358,31.11,37,1,1000,22777,12165,10750,10363,10220,10110,10383,10008,10132,10286,10287,10097,10137,10132,10149,10300,10171,10120,10091,10094,10089,10055,10242,10056,10197,10302,10218,10177,10177,10147,10118,10123,10176,10098,9899.1,9504.4,6486.1,5396.6,8074.3,8782.1,9163,9624.8,9773,10072,10095,10147,10001,9979.6,10088,9904.4,10165,10207,10232,10097,10197,10239,10253,10176,10114,10275,10233,10072,10137,10144,10100,10151,10064,10053,9924,10178,10228,10125,10211,10210,10026,10210,10193,10086,10167,10146,10083,10085,10033,10239,10211,10043,10205,10115,10243,10053,10026,10186,10203,10157,10059,10374,10251,10097
6.85,24.755,3.4,3958.2,408.3,94.369,-0.016316,-4.9002,37,1,1000,19283,10927,9529.3,9155.6,8928.2,9079.2,8973.7,8916.5,8893.7,9035.1,9151.5,8907.8,8830.4,8923.5,8956.3,9066.5,8876.8,9207,8900.7,8964.5,8898.3,8850.3,8935.7,8983.6,8871.2,9077.5,8978.2,8992.7,9000.9,9047.1,8824.4,8908.3,8811.7,8742.7,8500.2,7395.3,1957.1,5868.9,7530.4,7951.5,8529.6,8475.4,8770.4,8637.8,8801.3,8792.7,9087.9,9030.9,8875.7,8861,8913.4,8975,8803.7,8872.1,8775.2,8789.8,8867.4,8924.1,8890.8,8947.7,8811.9,9049.3,8967.7,8949.1,8752.3,9008,8831.6,8792.6,8894.5,8819.1,8993.9,8841.9,9074.2,8888.4,8953.1,8976.4,8853.4,8863.2,8960.4,8934.6,9136.5,8923.1,8906.8,9158.9,8889.5,8794.3,8907.1,9010.9,8950.8,9049.9,8733.7,8848,8753.1,9100.7,8848.4,8939.3,8944.2,8891.1
6.98,24.893,3.4,3939.2,392.99,112.01,0.043583,13.09,37,1,1000,22646,11907,10575,10237,10215,10044,9981.5,9918.6,9950.9,9846.8,10062,9926.6,9766.9,9924.2,10122,9950.5,9863.2,9967.6,9914.8,10049,9849.7,9859.7,9998.6,10057,10171,9895,9922.8,10058,9879.2,9858.4,9936.1,9823.1,9842.6,9835.8,9405.8,8674.5,1628.4,6184.9,7998.2,8858.3,9339,9511.3,9543.2,9626.8,9589.4,10001,9804.3,9864.3,9969.3,9882.9,10262,9884,9732.1,9895.2,9996.1,9934.7,10027,9995.1,10136,9915.1,9708.8,10002,9836.6,9839.2,9818.3,9733.4,10052,9942.3,9929.3,9692.5,9966.9,10006,9788.4,9980.3,9884.4,9884.9,10040,10073,9975.9,9941.3,10065,9819.3,9986.3,9900.7,9905.6,9873.9,10142,10129,10014,9799.8,9766.5,9866,9961.5,9893.6,10069,10004,10034,10152
7.12,24.918,3.4,3995.5,348.33,116.88,0.039824,11.96,37,1,1000,25123,12883,11463,10874,11018,10702,10999,10773,10876,10969,10636,10850,10735,10941,10622,10768,10824,10535,10837,10742,10903,10804,10894,10842,10824,10772,10754,10865,10997,10774,10910,10620,10665,10496,10309,9108.2,1701.9,6370.7,8548.3,9452.6,9852.2,10261,10435,10551,10661,10736,10572,10704,10792,10809,10922,10958,10758,10618,10643,10772,10725,10731,10925,10689,10913,10820,10725,10751,10911,10622,10789,10888,10770,10695,10838,10654,10841,10989,10747,10739,10940,10628,10741,10770,10894,10708,10901,10767,10864,10870,10742,10797,10924,10700,10906,10814,10744,10789,11104,10769,10690,10911
7.27,24.543,3.4,3941.8,315.32,113.17,0.032313,9.7046,37,1,1000,24695,12987,11395,11148,10829,10906,10919,10889,11073,11125,10733,11175,10948,10982,10949,10775,10758,10667,10872,10910,10852,10659,10825,10872,10745,10819,10610,10994,10614,10852,10924,10888,10692,10379,10215,8872,1409.4,6384.9,8585.9,9586,9882.6,10271,10693,10682,10810,10939,10594,10795,10689,11069,10945,10741,10925,10693,10613,10806,10723,10884,10868,10816,10914,11007,10700,10826,10697,10745,10840,10768,10871,10724,10843,10798,10840,10891,11014,10776,10873,10935,10862,10849,10788,10800,10795,10609,10894,10722,10794,10831,10769,10806,10736,10934,10785,10880,10750,10756,10855,10975
6.25,24.943,1.4,1650.3,389.48,105.97,-0.025923,-7.7857,37,1,1000,26035,17240,16778,16534,16423,16382,16476,16545,16392,16375,16373,16508,16437,16351,16403,16601,16308,16434,16394,16505,16460,16392,16618,16384,16366,16505,16422,16395,16361,16433,16335,16347,16335,16139,15697,13671,2806.3,12822,15097,15717,16202,16038,16277,16473,16296,16413,16264,16388,16402,16404,16429,16529,16412,16478,16419,16455,16416,16366,16346,16446,16406,16523,16350,16468,16388,16434,16312,16462,16520,16329,16365,16470,16418,16432,16294,16476,16401,16304,16453,16452,16462,16371,16277,16307,16442,16424,16560,16419,16477,16538,16394,16228,16331,16214,16376,16629,16525,16469
