pH,Conc(mM),ApproT1(sec),Temp,SatPower(uT),SatTime(ms),100,12,11,10,9,8,7.8,7.6,7.2,7,6.8,6.6,6.5,6.4,6.3,6.2,6.1,6,5.9,5.8,5.7,5.6,5.5,5.4,5.3,5.2,5.1,5,4.9,4.8,4.7,4.6,4.5,4.4,4.3,4.2,4.1,4,3.9,3.8,3.7,3.6,3.5,3.4,3.3,3.2,3,2.8,2.6,2.4,2.2,2,1.8,1.6,1.4,1.2,1,0.8,0.6,0.4,0.2,0,-0.2,-0.4,-0.6,-0.8,-1,-1.2,-1.4,-1.6,-1.8,-2,-2.3,-2.5,-2.8,-3,-6,-9,-10,-11,-12
6.23,49.86,0.6,42,6,6002.4,20101,19226,19351,19456,19147,19162,19435,19081,18947,18896,18933,18595,18499,18314,18367,18229,18106,18163,18142,17746,17679,17863,17751,17665,17681,17912,17657,17524,17677,17663,17564,17311,17597,17344,17348,17339,17484,17277,17202,17092,17359,17128,16976,16936,16878,16676,16364,16007,15417,14867,14267,13534,12547,11387,10390,8949.8,7546.1,6164.4,4842,3840.4,3395.5,3596.9,4750.1,6341.1,8083.5,9795.5,11556,12974,13741,14964,16060,16204,16556,17285,17742,18009,18818,19419,19634,19388,19359
6.41,49.6,0.6,42,6,6002.4,22697,21815,21793,21900,21590,21564,21623,21395,21112,20896,20678,20362,20070,19924,19800,19685,19580,19442,19470,19346,19211,19412,19411,19327,19203,19507,19453,19165,19297,19457,19245,19016,19039,19254,19132,19126,19031,19220,19004,19031,19078,18786,18631,18649,18596,18243,17741,17280,16695,15892,14928,13947,12842,11336,9851.9,8049.8,6452.6,4948.9,3940.6,3687.5,4428.2,5835.7,7951.8,10270,12246,13787,15358,16657,17451,18253,18904,19150,19724,20247,20405,20487,21362,21921,22099,21909,21868
6.57,49.85,0.6,42,6,6002.4,22817,22229,22242,22596,22219,21637,21923,21931,21279,20853,20823,20483,20111,19742,19856,19728,19623,19512,19887,19763,19578,19656,19966,19692,19637,19756,19761,19607,19503,19655,19707,19662,19373,19924,19696,19544,19622,19887,19230,19354,19367,19289,18843,18513,18618,18332,17666,17103,16509,15494,14353,13298,11878,10081,8420.8,6619.3,5133.4,3930.9,3643.9,4611.1,6405.2,8586.1,10818,12997,14885,16071,17546,18471,19160,19343,20186,20381,20637,20992,21226,21389,22157,22327,22702,22362,22248
6.71,49.63,0.6,42,6,6002.4,21469,21668,21532,21205,21317,21102,20582,20411,20019,19449,18938,18553,18666,18234,18171,17999,18181,17896,17772,18008,18039,17848,17830,17806,17827,17553,17497,18067,17862,17701,17761,18049,17846,17717,17947,18165,18013,17948,18151,17922,17528,17548,17614,17186,16766,16619,16240,15298,14450,13814,12761,11457,10057,8740.9,7341.6,5768.6,4477.5,3875.8,3818.5,4910.3,6643.1,8881.4,10790,12894,14459,15638,16885,17542,18313,18739,19056,19596,20091,20264,20233,20660,21669,21750,21348,21702,21996
6.82,49.63,0.6,42,6,6002.4,21467,20162,19914,20439,20310,19536,19445,19897,19359,18506,18536,18405,17786,17527,17505,17525,16924,16778,17070,16893,16295,16424,16723,16515,16142,16386,16726,16425,16134,16228,16403,16095,16122,16439,16337,15922,16205,16571,16484,16374,16304,16325,16274,16080,16080,16219,15449,14935,14589,13922,13042,12148,11234,10206,8819.8,7705,6496.5,5367.2,4115,3584.5,3889.2,4994.3,6322.2,8438.2,10246,11766,13493,14761,15444,16284,17221,17841,17989,18384,18822,19342,20156,20156,20398,20636,20246
6.97,49.31,0.6,42,6,6002.4,21438,20167,20117,20406,19959,19588,19747,19729,19603,18988,19204,19179,18766,18462,18687,18620,18212,18050,18043,17733,17291,17278,17152,16807,16442,16569,16513,16040,15945,15723,15680,15254,15252,15341,15144,14908,14826,14917,14549,14251,14403,14520,14243,14385,14342,14480,14441,14337,14516,14297,14108,13811,13409,12824,12095,11522,10511,9624.8,8708.9,7685.8,6444.2,5315,4481.4,3699.6,3329.7,3725.3,4388.2,5903.9,7488.2,9272.1,10994,12435,13970,15236,16126,16949,19460,20113,20373,20390,20106
7.14,48.92,0.6,42,6,6002.4,24511,23720,23154,23248,23243,22812,22530,22471,22466,22052,21794,21750,21691,21224,21036,21017,20792,20320,20450,20347,20121,19688,19704,19461,19175,18861,18773,18500,18236,17974,18159,17766,17172,17257,17004,16893,16440,16323,16256,16106,15927,15921,16135,15967,15952,16058,16082,16078,16041,15978,15547,14852,14405,13889,12943,11747,10932,9763.7,8487,7079.7,5975.4,4770.3,3925.6,3502.9,3907.4,4834.2,6379,8195.3,10322,12169,13788,15316,17215,18180,18951,19982,22847,23200,23288,23782,23510
7.27,49.88,0.6,42,6,6002.4,25349,24390,24251,24279,23946,23393,23318,23285,22960,22540,22536,22201,22031,21663,21692,21437,21218,21105,20949,20692,20319,20239,20075,19825,19522,19461,19062,18835,18418,18404,18329,17923,17649,17468,17338,17057,16891,16718,16650,16505,16666,16576,16473,16434,16701,16812,16847,16556,16518,16207,15661,15286,14735,13654,12751,11809,10722,9233.5,7880.5,6774.2,5479.4,4473.5,3808.2,3972.3,4650.7,6186.5,7904.7,10037,12119,13935,15660,17098,18427,19280,20136,21055,23525,24036,24332,24387,24238
6.27,48.83,0.43,42,6,6002.4,24569,24136,23995,23629,23827,23721,23419,23342,23479,23504,23230,23074,23181,22974,22914,23003,22991,22554,22379,22510,22545,21961,21919,21992,22013,21530,21579,21791,21650,21736,21638,21780,21744,21536,21501,21567,21437,21449,21449,21327,21305,21332,21302,21364,21048,21046,21114,20635,20251,19989,19599,18874,17997,17429,16403,15001,13847,12382,10789,8787.2,6924.9,5599.5,4717.7,4870.5,5888,7838.7,10095,12524,14580,16258,17562,18416,19511,20714,20959,21547,23562,24064,23592,24061,24177
6.39,48.68,0.43,42,6,6002.4,23795,22754,22587,22695,22635,22373,22261,22585,22687,22005,22049,22211,22206,21890,21987,22025,21934,21647,21521,21494,21367,21054,21040,20877,20673,20538,20467,20477,20352,20229,20287,20152,20008,20254,20291,20220,20130,20320,20298,20071,19907,20042,20126,20044,20110,19997,19970,19648,19465,19588,18997,18487,18094,17229,16556,15716,14769,13588,12200,10795,9073.4,7402.1,5900.4,4940.8,4787.8,5477.6,7101.6,9069.6,11396,13321,14944,16385,17627,18593,19364,19954,22258,22545,22566,22935,22767
