pH,Conc(mM),ApproT1(sec),Temp,SatPower(uT),SatTime(ms),100,12,11,10,9,8,7.8,7.6,7.2,7,6.8,6.6,6.5,6.4,6.3,6.2,6.1,6,5.9,5.8,5.7,5.6,5.5,5.4,5.3,5.2,5.1,5,4.9,4.8,4.7,4.6,4.5,4.4,4.3,4.2,4.1,4,3.9,3.8,3.7,3.6,3.5,3.4,3.3,3.2,3,2.8,2.6,2.4,2.2,2,1.8,1.6,1.4,1.2,1,0.8,0.6,0.4,0.2,0,-0.2,-0.4,-0.6,-0.8,-1,-1.2,-1.4,-1.6,-1.8,-2,-2.3,-2.5,-2.8,-3,-6,-9,-10,-11,-12
6.23,5.19,3.4,42,3,2002.4,22337,20562,19979,19685,20017,20196,19853,19551,19756,19928,19632,19153,19342,19783,19776,19344,19325,19593,19735,19368,19298,19575,19616,19470,19066,19492,19474,19433,19195,19045,19644,19331,18889,19052,19186,19207,19051,18626,18939,19131,18907,18507,18585,18678,18394,18041,17863,17657,17159,16249,15384,13998,12398,9845.9,6335.5,3127.8,1856.8,3166.9,6562.8,10422,13046,15010,16101,17000,17684,17773,18155,18457,18763,18895,19012,19085,19463,19646,19356,19436,19934,20262,19891,19786,20181
6.42,5.15,3.4,42,3,2002.4,24085,22250,21987,21409,21216,21842,21800,21519,20856,21042,21258,20867,20552,20865,21354,21123,20553,20885,21219,21042,20497,20430,21029,20965,20826,20654,20805,21266,20792,20493,20893,21097,20782,20324,20660,20938,20665,20162,20329,20331,20489,19885,19416,19737,19667,19273,18504,18429,17841,16705,14856,12705,10059,5936.4,2476.5,1508.5,4766,8986.5,12291,15014,16456,17757,18671,18904,19373,20011,20122,19849,20319,20812,20924,20503,20793,21157,21222,20875,21443,21923,22011,21291,21272
6.56,5.18,3.4,42,3,2002.4,24495,21715,21886,21707,21344,21162,21470,21662,20884,20711,21094,21124,20815,20568,20893,21211,20842,20518,20912,21002,20704,20374,20685,20884,20732,20532,20582,20879,21098,20566,20463,20916,20840,20629,20355,20548,20406,20538,19891,20209,20304,20166,19776,19620,19504,19427,18742,18141,17983,16881,15330,13122,10358,6758.3,2985.7,1805.4,4488.7,8336.9,11971,14880,16240,17576,18086,18873,19484,19750,19997,20107,20353,20860,20859,20617,20475,20887,21212,21020,21162,21390,22116,21784,21246
6.72,5.13,3.4,42,3,2002.4,23869,20543,20498,20126,20627,20326,20158,19950,20249,19880,19627,19829,19594,19837,19418,19651,19816,19685,19599,19247,19290,19746,19209,19213,19167,19700,19579,19267,19382,19760,19505,19739,19389,19613,19552,19309,19192,19265,19340,19124,18815,19136,18990,18887,18295,18249,18104,17470,16789,15777,14673,12590,9753.5,6066.1,2740.6,1817.5,4481.4,8305.6,12016,14417,15924,16900,17801,18331,18704,18834,19119,19421,19630,19542,19638,19960,20005,20138,19644,19906,20267,20216,19994,20261,20425
6.86,5.1,3.4,42,3,2002.4,22083,19293,19028,18939,18917,18949,18893,18698,18530,18812,18528,18535,18463,18535,18326,18489,18463,18272,18126,18211,18238,18076,17797,17708,17809,17748,17720,17746,17930,18098,18028,17996,18115,18068,18271,18071,17984,17995,17959,17990,17728,17805,17874,17647,17715,17502,17318,16804,16334,15736,14923,13792,11895,9486.3,5944.9,3060.4,1824.7,3411.7,7149.7,10581,12976,14600,15641,16836,17062,17152,17809,17746,18174,18036,18235,18446,18625,18524,18601,18681,18935,18840,18939,19061,19077
7.05,5.1,3.4,42,3,2002.4,23185,20903,20563,20177,20675,20811,20575,20193,20408,20436,20403,20205,20163,20469,20386,20054,19864,20010,20353,19825,19680,20229,20039,19983,19533,19739,19772,19535,19190,19107,19177,19057,18713,18697,19222,19145,19264,19012,19253,19630,19537,19421,19415,19539,19385,19179,19081,19057,18850,18430,18189,17802,17456,16505,15470,14101,11984,9134.5,5321.5,2098.1,1460,4057.2,8254.7,11753,14272,16054,16755,17580,18366,18687,18782,19223,19459,19796,19528,19622,20424,20806,20464,20283,20777
7.14,5.13,3.4,42,3,2002.4,25516,22991,22677,22240,22345,22523,22445,22378,21964,22419,22240,21973,21717,21900,22178,21855,21453,21636,21803,21640,21407,21400,21721,21601,21430,21137,21305,21257,20958,20623,21050,20979,20688,20758,21133,21360,21083,20925,21328,21193,21266,21113,20997,21093,21251,20818,20405,20583,20215,19927,19046,18786,17920,16738,15096,12811,9790.8,5913.6,2398.5,1431,3873.9,8431.1,12013,14908,16848,17966,18848,19418,20049,20479,20720,20605,21381,21475,21605,21595,22301,22731,22793,22313,22192
7.31,5.03,3.4,42,3,2002.4,25772,22970,23189,22900,22465,22515,22777,22662,22357,22249,22649,22750,22317,21689,22367,22477,22044,21902,22032,22305,22017,21578,21770,22083,21778,21323,21287,21286,21206,20602,20624,21101,21079,21026,20861,21065,21122,21015,20969,21037,21402,21166,20729,20892,21008,21069,20354,20159,20446,19919,19071,18465,17780,16632,14945,12375,9200,5256.5,2116.7,1240.6,3794.8,8091.8,11901,14717,16703,18182,18925,19730,20054,20753,20952,21013,21288,21553,22146,22083,22280,22631,23241,23016,22505
6.27,5.19,1.4,42,3,2002.4,25676,24327,24544,24523,24555,24276,24116,24437,24463,24248,23789,24410,24377,24075,23766,23901,23950,23852,23689,23886,24062,24288,23889,23894,24038,24179,23830,23791,23683,23782,23481,23717,23668,23903,23455,23350,23683,23802,23697,23254,23231,23583,23683,23183,22901,23311,23068,22521,22243,22105,21776,20898,20173,19115,17574,15077,11554,7829,3347.3,2109.4,5335.8,10486,14696,17367,19076,20348,21041,21693,22095,22275,23003,23165,23203,23311,23519,23897,24400,24166,24370,24862,24548
6.4,5.18,1.4,42,3,2002.4,23035,22554,22787,22683,22453,22390,22489,22508,22210,22357,22394,22297,22388,22358,22238,22276,22219,22139,21927,22213,22075,21954,22060,22079,22109,22106,21906,21999,22007,21888,21858,21827,22100,21835,21848,21988,21913,21950,21724,21730,22037,21793,21648,21469,21860,21762,21630,21414,21258,21060,20526,20195,20028,19503,18535,17192,15431,12907,9209.3,4735.6,1775.7,3589.5,8250.1,12854,16220,17855,18859,19699,20252,20709,20838,21143,21319,21760,21715,21856,22105,22599,22740,22432,22382
6.52,5.18,1.4,42,3,2002.4,23999,23196,23315,23095,23361,23109,22957,22897,23086,22960,23157,22926,23003,23083,22989,22901,22773,22921,22724,22698,22452,22628,22542,22641,22572,22837,22639,22625,22818,22584,22548,22564,22404,22340,22337,22194,22403,22381,22490,22576,22482,22397,22267,22258,22306,22250,22179,22129,21849,21573,21410,20860,20420,20040,19549,18592,17268,14966,12202,8017.3,2942,1833.9,5410.2,10576,14521,16935,18605,19721,20294,20819,21215,21615,21949,21987,22158,22304,23045,23234,23008,23080,23286
6.69,5.17,1.4,42,3,2002.4,26085,25649,25740,25444,25104,25453,25294,25408,25079,25210,25416,25173,25012,24910,25371,25005,24810,24756,24973,24972,24681,24459,24772,24985,24664,24330,24737,24875,24908,24348,24602,24673,24378,24421,24305,24663,24425,24170,24439,24518,24650,24377,24298,24302,24502,24444,23971,23935,23696,23565,22712,22500,22167,21437,20623,19433,17805,15181,11601,7069.2,2499.2,2257.5,6693.6,11748,15859,18284,20301,21326,22001,22617,23067,23247,23814,23863,24531,24322,25071,25512,25792,25226,25271
6.85,5.15,1.4,42,3,2002.4,26757,26516,26394,25896,25738,26101,26108,25792,25555,25718,26274,25669,25331,25365,25760,25755,25270,25093,25489,25541,24953,24738,25380,25495,25300,24885,25266,25537,25200,24742,25128,25128,24991,24712,24587,25161,24730,24811,24795,25080,25135,24793,24638,24715,25184,24881,24111,24487,24341,23952,23323,22882,22574,21857,20952,19724,17798,15044,11356,6557.9,2563.8,2655.4,7155.6,12291,16468,18971,20677,21689,22603,23352,23616,23786,24328,24732,25058,24763,25844,26368,26357,25817,25437
6.96,5.11,1.4,42,3,2002.4,26145,25235,24892,25031,25091,24988,24874,24943,25018,24693,24830,24771,24935,24590,24487,24432,24575,24556,24246,24286,24445,24610,24435,24188,24350,24469,24274,24100,24163,24042,24205,23738,23717,23997,23658,23772,23654,23977,23918,23911,23924,24046,23854,23707,23794,23821,23739,23567,23307,23140,23063,22349,21801,21217,20449,19489,17625,15375,11917,7556.6,2930.1,2141.2,5869.9,11128,15184,17990,19753,21056,21598,22322,22736,23143,23323,23628,24003,24097,24873,24862,25151,25243,25309
7.12,5.1,1.4,42,3,2002.4,24254,23410,23293,23544,23425,23157,23426,23262,23496,23166,23201,22920,23301,23288,23009,23071,23257,23319,23045,22996,23086,22921,22996,22742,22818,22944,22706,22711,22848,22778,22584,22525,22457,22269,22271,21995,22317,22226,22196,22287,22183,22505,22397,22327,22353,22582,22337,22348,22026,21837,21836,21581,21154,20724,20096,19250,18249,16662,14082,10564,5944.3,2100.4,2725.7,7593.9,12348,15948,18035,19410,20395,21007,21345,21665,21794,22319,22413,22739,23263,23312,23317,23487,23607
7.28,4.98,1.4,42,3,2002.4,23559,22741,22885,22703,22889,22792,22758,22491,22738,22629,22537,22464,22631,22476,22452,22582,22612,22535,22618,22499,22381,22578,22393,22343,22205,22297,22323,22103,22129,22067,21883,22020,21755,21741,21704,21437,21663,21481,21592,21737,21616,21873,21695,21704,21601,21662,21575,21488,21296,21007,21052,20750,20298,19807,19179,18547,17357,15622,12888,8997.5,4243.1,1832.3,3803.7,8458.8,12919,15655,17667,18858,19807,20278,20773,21095,21238,21619,21733,21868,22608,22702,22676,22714,22932
6.28,5.18,0.86,42,3,2002.4,26141,26130,26155,25569,25458,26019,25900,25562,25384,25851,25908,25668,25437,25509,25800,25663,25158,25450,25560,25485,25184,25017,25481,25631,25060,25084,25228,25450,25253,24968,25351,25475,25256,24977,24959,25369,25106,24777,24952,25173,25225,24634,24714,24935,24873,24708,24337,24510,24441,24134,23493,23176,22974,22310,21236,20324,18800,16179,12882,8439.5,3941.8,3223.7,7373.4,12523,16460,19195,20702,21659,22445,23374,23516,23569,24148,24623,24823,24698,25411,25875,26182,25719,25442
6.38,5.19,0.86,42,3,2002.4,27296,26671,26698,26873,26466,26452,26608,26969,26419,26288,26294,26602,26593,25898,26356,26297,26426,26117,26052,26234,26088,25743,26210,26073,25952,26013,26009,26131,26126,25977,25782,25828,26194,25776,25605,25780,25996,25894,25641,25548,25776,25591,25686,25417,25420,25554,25291,25215,24960,24839,24343,23862,23493,22835,22127,20832,19496,17055,14194,9515.2,4633.6,2767.4,6090.7,11610,16153,18808,20776,22166,22986,23796,24076,24382,24762,25121,25468,25508,26372,26630,26847,26857,26354
6.54,5.18,0.86,42,3,2002.4,27021,26127,25711,26010,26030,25983,25774,25729,25944,25842,25655,25678,25852,25717,25539,25547,25443,25595,25456,25201,25431,25490,25487,25148,25322,25478,25272,25369,25261,25400,25242,25203,25011,25293,25233,24894,25004,25068,25154,25011,24843,24983,25153,24848,24761,24883,24820,24776,24206,23893,23794,23454,23027,22552,21677,20885,19451,17210,13967,9692.6,4835.2,2692.2,5958.9,11423,15688,18661,20404,21799,22711,23015,23571,23957,24184,24659,24763,24979,25890,25906,25825,26095,26255
6.68,5.17,0.86,42,3,2002.4,24326,23904,23960,23897,24018,23781,23840,23841,23823,23690,23884,23709,23635,23707,23631,23783,23780,23723,23771,23389,23550,23455,23320,23368,23371,23558,23429,23371,23430,23449,23215,23364,23165,23135,23341,23131,23321,23228,23351,23213,23333,23300,23161,23244,23231,23259,22989,22899,22754,22556,22334,22207,21954,21322,20753,20116,19169,17822,15399,12476,7749,3084,3405.8,7945.8,12884,16383,18456,19622,20773,21211,21779,22189,22377,22653,22888,23034,23507,23685,23727,23833,23916
6.86,5.06,0.86,42,3,2002.4,23276,22471,22470,22764,23025,22520,22445,22466,22959,22725,22332,22218,22621,22402,22105,22117,22552,22482,22252,22147,22458,22428,22039,21974,22049,22362,22157,21769,21852,22310,22073,21942,22026,22023,22007,21612,21809,21969,21994,21885,21659,22068,21960,22032,21614,21699,22098,21712,21449,21262,21281,20889,20178,20036,19663,18841,17642,15872,13457,9690.2,4654,2328.4,5256,10388,14235,16670,18264,19278,20152,20325,20496,21453,21448,21529,21733,21824,22671,22364,22414,22764,22862
7.02,5.05,0.86,42,3,2002.4,25926,25437,25134,25053,25172,25168,25041,24999,24992,25383,24922,24718,24987,24992,25004,24733,24766,25059,24635,24759,24842,24662,24892,24509,24428,24382,24442,24566,24325,24292,24495,24150,23896,23945,24066,24095,23865,23987,24208,23993,23970,23874,24106,24128,24160,23856,23861,23868,23600,23536,23014,22743,22478,21970,21366,20202,19107,16682,13367,9089.3,4340.6,2452.1,6364.9,11714,15889,18622,20192,21267,22263,22795,23044,23357,23847,24134,24031,24226,25081,25321,25280,25172,25138
