pH,Conc(mM),ApproT1(sec),ExpT1(ms),ExpT2(ms),ExpB1(percent),ExpB0(ppm),ExpB0(Hz),Temp,SatPower(uT),SatTime(ms),-149.998,-148.998,-147.998,-146.998,-145.998,-144.998,-143.998,-142.998,-141.998,-140.998,-139.998,-138.998,-137.998,-136.998,-135.998,-134.998,-133.998,-132.998,-131.998,-130.998,-129.998,-128.998,-127.998,-126.998,-125.998,-124.998,-123.998,-122.998,-121.999,-120.999,-119.999,-118.999,-117.999,-116.999,-12,-11,-10,-9,-6,-3,-2.75,-2.5,-2.25,-2,-1.8,-1.6,-1.4,-1.2,-1,-0.8,-0.6,-0.4,-0.2,0,0.2,0.4,0.6,0.8,1,1.2,1.4,1.6,1.8,2,2.2,2.4,2.6,2.8,3,3.2,3.3,3.4,3.5,3.6,3.7,3.8,3.9,4,4.1,4.2,4.3,4.4,4.5,4.6,4.7,4.8,4.9,5,5.1,5.2,5.3,5.4,5.5,5.6,5.7,5.8,5.9,6,6.1,6.2,6.3,6.4,6.5,6.6,6.8,7,7.2,7.4,7.6,7.8,8,9,10,11,12
6.22,24.943,3.4,3726.9,473.25,109.93,0.25605,76.902,34,3,500,23658,11086,8822.8,8274.2,7939.4,7950.3,7873.8,7798.3,7913.6,7725.4,7885.9,7870.1,7926.9,7868.3,7783.5,7864.3,7819.4,7693.6,7821.1,7829.2,7807.9,7698.5,7927.3,7715.8,7897.5,7695.1,7809.8,7921.1,7644.4,7762.5,7802.5,7791.1,7849,7783.2,7856.2,7790.8,7778.7,7882.4,7852.8,7654.1,7513,7567.9,7525.5,7533.3,7362,7374.4,7445.4,7107.2,6768,6531.9,6092.7,5055.9,4080.7,2275.8,993.14,1055.3,2066,3476.2,4509.9,5129.2,5718.6,6146.2,6333,6659.9,6780.6,7089.2,7131.8,7142.4,7323.6,7256.4,7410.1,7513.2,7587.5,7373.9,7508.5,7394.8,7457.8,7479.6,7503.2,7632.4,7679.9,7522.7,7461.2,7529.4,7668.3,7564.6,7479.5,7794.1,7764.9,7591.5,7689.9,7494.5,7626.8,7597.3,7634.3,7366.7,7415.5,7541.9,7592.6,7508.1,7678.1,7605.7,7551.4,7675.5,7749.7,7819.6,7736.7,7706.9,7715.7,7723,7648.8,7712.5,7756.8,7658.3,7637.2
6.4,24.933,3.4,3709.5,470.28,113.5,0.37125,111.5,34,3,500,25508,11685,9500.2,8782.4,8586.9,8538.1,8384.8,8384.1,8248.5,8183.7,8361,8330.6,8444.2,8506.2,8364.3,8311.6,8253.8,8243.9,8306.9,8354.5,8360.9,8388.7,8253.3,8223.2,8172.6,8388.6,8353.8,8245.9,8298.7,8253.4,8293.3,8427.8,8335.6,8267.8,8147.9,8184.3,8370.6,8197.7,8143.2,8260.3,8064.3,8341.5,8073,8060.1,7774.8,7931,7769.3,7367.8,7263.6,7222,6622.6,6215.9,5002.2,3259,1366.6,878.03,1526.1,2786.8,4024.3,4764.4,5612.1,6308,6576.8,6938.2,7150.7,7254.9,7524.4,7758.4,7747,7739.5,7855.8,7962.4,7854.3,8047.5,7857,7846.8,7962.5,8156.9,8079.9,8150.3,7911.1,8199.5,8002.7,8075.7,8041.8,8116,8011.6,8122,8225.8,8010.6,7991.9,8049.8,8085.2,8002.8,7928.7,7999.5,7885.9,8089.1,8038.5,7760.1,8115.2,8008.6,8150.6,8170.4,8137.1,8272,8249.6,8331.7,8148.8,8251.3,8224.7,8168.6,8295.8,8335.8,8266
6.52,24.908,3.4,3778.2,570.23,94.054,0.23802,71.488,34,3,500,20347,10326,8239.4,7710.8,7334.8,7222.6,7234.9,7244.6,7170.9,7222.4,7051.6,7190,7170,7228.9,7026.5,7135.6,7072.4,7074.8,7115.8,7193.1,7112.9,7224.5,7125.3,7181.1,7111.9,7037.8,7185.8,7060,7064.2,6985.1,7114.3,7030.3,7235,7230.9,7088.3,7131.4,7028.4,7011,7033.5,7056.7,6981.5,6874.6,6794.2,6762.6,6608.8,6786.1,6497.1,6360,6326.1,6091.4,5796.5,5074.1,3704.8,2086.4,835.92,917.92,2259.1,3299.7,4195.1,4855,5298.4,5629.4,5973.9,6119,6194.9,6417.5,6620.5,6685.8,6638,6974.5,6854.9,6865.2,6896.1,6845.4,6873.9,7037.1,6857.2,6899.1,6825.3,6830.6,6870.5,6862.8,7016.1,6663.7,7009.8,6903,6830.3,6918.9,6915.4,6938.9,6877.1,6745.8,6961.8,6844.1,6722.4,6716.6,6761.6,6913.1,6696.3,6991.4,6899.1,6906.2,6951.1,7011.4,7122.7,6880,7127.8,7111,7168.6,6987.5,7010.9,7226.4,7065,7078,7083.8
6.68,24.846,3.4,3736.9,466.11,109.17,-0.025703,-7.7195,34,3,500,22947,10672,8385.3,7998,7683.6,7736.7,7560.4,7704.4,7400.8,7359,7504.4,7559.3,7566.8,7566.9,7495.1,7582.1,7555.8,7336.9,7660.4,7388.7,7633.4,7409.8,7455.6,7547.2,7592.8,7485.1,7520.1,7535.1,7480.2,7583.6,7492.7,7434.4,7508.8,7462.9,7463.4,7581.2,7513.5,7397.5,7738.2,7348.7,7266.1,7264.4,7253.8,7039.4,7107,6878.2,6760.2,6307.6,6133.7,5444.8,4533.3,3154.8,1283.8,782.21,1389,2730,3644.9,4461.4,5208.3,5509.7,5998.8,5990.5,6429,6469.2,6590.2,6658.5,6801.9,7029.6,7035.7,6981.7,7023.6,7277.5,7225.3,7259.7,7253.1,7124.5,7091.6,7154.9,7017.4,6987.1,6928.4,7033.1,7265,7102.8,7200.6,7041.6,7051.9,7141.9,7196.2,7255.5,7065.6,7233.2,7078.7,7012.7,7069.1,7113.9,7148.1,7054.5,7220.3,7196.3,7252.4,7308.2,7270.3,7198.1,7200.1,7362,7438.3,7426.6,7524.6,7512.7,7438,7474.8,7296,7414.9,7675.1
6.85,24.755,3.4,3765,411.61,117.38,0.14694,44.131,34,3,500,25873,11394,9211,8555,8649.4,8142.5,8141.1,8042.8,8215.4,8173.1,8287.7,8207.1,8227.2,8266.9,8120.7,8340.3,8292.7,8117.5,8136.3,8163.7,8238.5,7966.4,8230.7,8266.4,8235.1,8114.4,8276.2,8156.5,8221.3,8182.8,8318.6,8131.7,8126.5,8144,8105.8,8211.9,8271.8,8173.1,8203.9,8070.3,8016.1,7954.1,7734.8,7809.9,7683.4,7510,7339.4,7112.8,6843.3,6275.2,5785.9,4474.3,3083.1,1243.7,1075.9,1572.5,2772.6,4048.2,4912.7,5645.6,6097.2,6204.1,6989.5,6814,7028.1,7199.6,7421.5,7653.3,7719.9,7882.5,7599.7,7682,7649.5,7719.2,7685.1,7525.2,7732.7,7707,7664.5,7521.3,7480.9,7554.3,7436.7,7608.7,7611.6,7617.8,7588.9,7493.5,7573,7590.5,7848.2,7709.5,7647.3,7743.6,7711.2,7818.9,7781.5,7877.5,7780.3,7881.1,7898.6,7853.9,7888.4,8138.3,8083.5,7955.7,8053.1,8135,8227.3,8004.4,8119.1,8192.8,8114.7,8261.6,8173.4
6.98,24.893,3.4,3749.2,408.59,115.3,0.21326,64.051,34,3,500,25441,11337,9387.6,8735.7,8516.2,8381.1,8397,8287.4,8198.9,8263.3,8203.8,8216.5,8053.3,8247.5,8153.9,8291,8154.4,8336.7,7999.5,8251.6,8278,8401.2,8144.8,8335.7,8224.1,8289.5,8186.5,8169.9,8222.4,8289.2,8249.4,8403.6,8297.2,8218.9,8319,8237.1,8068.9,8117.8,8137.7,8211.8,7970.7,8093,7972.4,7844.9,7721.3,7714.8,7521.1,7318,6996.5,6777.7,6160.3,5220.9,3670.5,1922.5,1234.7,1742.1,2872.8,3664.2,4673,5435.4,5980.7,6292,6649.2,7106.1,7086.3,7187.9,7494.9,7484.8,7632.4,7737.2,7797.7,7702.3,7771.3,7611,7686.6,7841,7841.2,7851.1,7661.8,7477.4,7548.6,7651.9,7521.9,7516.1,7695.5,7671.1,7708.5,7807.4,7792.8,7716.5,7772.9,7767.9,7737.2,7843.3,7811.5,7906,7760.2,7868.7,7939.5,7927.7,7921,7884.9,7972.8,8181,8054.3,8040,8163.1,7985.9,8041,8041.6,8166.4,8045.9,8358.2,8201.7,8277.9
7.12,24.918,3.4,3785.5,390.09,95.368,0.085591,25.706,34,3,500,19541,9825.5,8020.1,7418.3,7211.7,6968.8,6994.9,6953.4,6938.7,6942.5,6756.4,7043.7,6910.4,6854.3,6878.6,6926.1,6984.3,6823.1,6905.3,6947.5,6814,7035.8,6925.3,6903.7,6802,6951.2,6975,6761.3,6942.8,6865.7,7002.8,6931.5,7030.5,6808.1,6695,6797.3,6789.6,6874.6,6742,6744.5,6736.5,6513.7,6665.3,6547.1,6564.9,6217.3,6307.1,6043.5,6010.8,5719.9,4959.7,3631.8,2048.2,901.02,897.98,1743.5,2868,3622.9,4402.3,4889,5237.9,5588,5671.4,5854.2,6003.9,6127.3,6191.1,6273.6,6442.6,6392.8,6476.6,6498.8,6375.4,6472.6,6366.5,6567.1,6364.2,6336.7,6312.1,6315.6,6288.2,6277.1,6116.3,6290.3,6310.1,6417.1,6453.1,6483.6,6554.1,6309.3,6545.5,6528.5,6499.8,6393.8,6659.3,6683.5,6620.8,6651.1,6563.7,6924,6706.4,6703.5,6740,6745.1,6788.7,6799.1,6699.2,6831.6,6887,6714.5,6926.9,6770.7,6879.3,6977.2,6889.2
7.27,24.543,3.4,3710.7,324.13,108.23,-0.071341,-21.426,34,3,500,22256,10520,8348,7851.2,7719,7600.7,7543.1,7485.6,7458.4,7507.7,7475.2,7564.9,7283.9,7170.1,7427.5,7359.3,7595.1,7518.5,7481.8,7417.5,7427.3,7374.6,7375.4,7530,7341.6,7483.1,7488.1,7421.4,7677.4,7403.1,7257.8,7352.5,7432.6,7173.4,7374.7,7484.7,7435.4,7534,7354.8,7311.6,7078.4,7144.9,6859.4,7024.8,6813.7,6793.5,6349.1,6010.3,5528,4706.8,3843.3,2420.6,977.1,926.2,1494.8,2576.6,3560.7,4415.5,4990.8,5242.9,5805.7,6059.1,6268.2,6248,6550.7,6564.7,6626.7,6925.7,6675.9,6800.4,6814.5,6902,6717.5,6562,6619.5,6683.3,6689.5,6579.8,6587.9,6522.4,6571,6683.5,6575,6650.4,6959,6794.6,6811,6897.8,6991.5,6992.9,7066.9,7058.5,7191,7172.2,7206.8,7023.7,7087.8,7111.2,7214.7,7182,7209.6,7233.3,7409.1,7187.4,7355.7,7395,7369.3,7464.4,7398.8,7387.4,7168.5,7228.1,7519.7,7304.3,7438.3
6.25,24.943,1.4,1500.9,375.22,113.52,-0.13106,-39.361,34,3,500,28599,15691,14394,14153,14176,14030,14118,14069,14073,14165,14208,14043,14123,14084,13967,14181,13946,14122,13967,14107,13970,14117,14139,14168,14074,14219,14087,14183,14175,14120,14154,14168,13960,14101,14115,14058,14070,14056,13979,13732,13577,13502,13447,13185,13140,13111,12338,11941,11035,9855.8,7761.8,4330.1,1538.8,2147.4,4708.8,7172.5,8860.7,10219,11222,11872,12464,12501,12729,12980,13263,13422,13677,13650,13616,13652,13723,13795,13638,13603,13712,13656,13760,13615,13864,13786,13733,13694,13703,13723,13846,13848,13842,13906,13743,13687,13630,13887,13760,13730,13681,13767,13916,13779,14014,13960,13961,13926,14000,13970,14046,13940,14007,13997,13807,14116,13931,14040,14017,14067,14011
