pH,Conc(mM),ApproT1(sec),Temp,SatPower(uT),SatTime(ms),100,12,11,10,9,8,7.8,7.6,7.2,7,6.8,6.6,6.5,6.4,6.3,6.2,6.1,6,5.9,5.8,5.7,5.6,5.5,5.4,5.3,5.2,5.1,5,4.9,4.8,4.7,4.6,4.5,4.4,4.3,4.2,4.1,4,3.9,3.8,3.7,3.6,3.5,3.4,3.3,3.2,3,2.8,2.6,2.4,2.2,2,1.8,1.6,1.4,1.2,1,0.8,0.6,0.4,0.2,0,-0.2,-0.4,-0.6,-0.8,-1,-1.2,-1.4,-1.6,-1.8,-2,-2.3,-2.5,-2.8,-3,-6,-9,-10,-11,-12
6.82,24.84,3.4,42,1,2002.4,18995,16721,16088,15876,16546,16862,16342,15733,16101,16617,15985,15423,15685,16359,16138,15787,15595,16418,16553,15863,15440,15895,16028,15730,15229,15616,16228,16138,15579,15912,16619,16375,15881,15807,16330,16525,16056,15836,16107,16512,16244,15545,15868,16192,15979,15456,15401,15631,15832,15130,14485,13904,12989,11138,7475.1,4405.9,5379.3,8843.3,12099,14215,15311,15576,15503,15656,16265,16448,15825,15755,16329,16700,16141,15863,16202,16589,16440,15837,16085,16820,16618,16039,15839
7.01,24.73,3.4,42,1,2002.4,20778,18829,18501,18036,18285,18702,18436,18196,17820,18210,18302,18184,17805,18138,18467,18039,17704,17628,17898,17645,17239,17367,17842,18152,17717,17486,17768,18260,18189,17819,18298,18402,18249,17768,18022,18363,18204,17811,18092,18252,18305,17816,17574,17867,18033,17639,17145,17362,17178,16204,15187,13372,10775,6368.9,5055.6,7787,12111,15199,16710,17361,17930,18258,18097,18007,18201,18589,18419,18140,18166,18844,18704,18108,18053,18439,18769,18486,18182,18556,18728,18487,18267
7.12,24.61,3.4,42,1,2002.4,20400,18952,18405,18187,18185,18537,18630,18338,17777,18588,18640,18272,17755,18040,18177,17823,17209,17581,17530,17702,17435,17506,18041,18318,17977,17837,18165,18384,18119,17694,18161,18383,18347,18010,18068,18394,18742,17921,17891,18288,18271,17744,17454,17783,18142,17655,17130,16937,16774,15218,13202,9903.5,6100.6,6256.3,8866.7,12156,15360,16929,17863,18257,18597,18619,18693,18407,18583,19022,18640,18326,18376,18758,18779,18266,18380,18645,18779,18520,18130,18336,18934,18499,18126
7.28,24.87,3.4,42,1,2002.4,18962,17150,17506,17827,17370,16788,17505,17847,17407,16738,16863,17785,17206,16544,16460,16906,17022,16191,16026,16668,17228,16517,16402,16927,17729,17438,16671,16984,17475,17333,16718,16443,17136,17526,16841,16477,17151,17465,16871,16476,16638,17357,17078,16198,16528,17011,16787,15733,14964,14301,12129,8201.2,5285.9,6103.2,8860.5,12304,14620,16297,17055,17370,17195,17297,17519,17834,17172,17166,17640,17947,17467,17014,17613,17964,17524,16863,17298,17836,17553,16808,16863,17792,17942
6.27,24.97,1.4,42,1,2002.4,18811,19621,19883,18845,18677,19382,19835,19063,18196,18705,19457,19075,18430,18762,19512,19391,18841,18469,19282,19616,18698,18390,19162,19565,19360,18576,18984,19632,19380,18409,18639,19426,19409,18718,18557,19305,19641,19003,18411,19165,19610,18922,18368,18595,19070,18762,18136,18119,18656,18157,17033,15925,14068,10188,7439.8,8612.7,12209,16337,17862,18356,18869,19531,19374,18767,18786,19528,19834,18792,18772,19520,19805,19173,18679,19166,19555,19419,18598,18718,19642,19572,18698
6.42,24.95,1.4,42,1,2002.4,20270,20296,19558,19176,19535,20387,19970,19238,19288,20177,20004,19258,19183,19859,20269,19433,18924,19682,19863,19475,18680,19392,20215,19918,19224,19260,20139,19807,19227,19136,19779,20263,19399,18955,19534,20185,19588,19084,19428,20140,19889,19259,19212,19879,20059,19380,19196,19733,19934,19195,18650,19063,19271,18981,18192,17845,17073,15744,12900,7326,4659.5,10718,15561,17278,18526,19223,19138,18860,19278,19808,19597,19218,19259,19988,20017,19410,19355,20146,20289,19577,19356
6.56,24.91,1.4,42,1,2002.4,23685,23647,23428,22890,23040,23424,23446,23250,22906,23358,23627,23045,22756,22956,23426,22992,22494,22490,23071,23085,22554,22718,23244,23333,22894,22468,23173,23351,22984,22542,22416,22896,22897,22406,22825,23161,23412,22832,22825,23398,23605,22882,22697,23191,23214,23113,22698,22886,23143,22632,22105,22057,22741,22185,21058,19656,18525,16429,10624,3660.7,10257,17372,20264,21314,21995,22573,22708,22585,22547,23154,23209,22858,22805,23259,23548,23030,22868,23271,23705,23437,22998
6.7,24.93,1.4,42,1,2002.4,24278,24109,23886,23621,23758,24252,24061,23797,23463,23994,24037,23705,23421,23558,23920,23497,23217,23211,23805,23675,23383,23431,23946,23861,23576,23512,23403,23644,23417,22939,23391,23691,23678,23368,23519,24025,24146,23628,23615,23923,24085,23582,23391,23764,24047,23714,23209,23360,23453,22829,22828,22814,23017,22166,20873,19249,17444,12012,5193.4,9401.3,17191,20603,21850,22475,22976,23346,23505,23218,23346,23883,23870,23547,23442,23895,24230,23932,23639,24105,24348,24021,23644
6.83,24.85,1.4,42,1,2002.4,22845,22595,22929,23157,22872,22471,22929,23287,22892,22546,22718,22979,22536,22470,22270,22485,22561,22408,22389,22663,22912,22492,22707,22520,23028,22752,22008,22031,22206,22240,22173,22071,22506,22815,22476,22250,22849,22958,22753,22390,22726,22982,22930,22357,22600,22681,22844,22093,21962,22015,22362,21844,21166,20596,19391,17971,14394,7077.2,5099,14035,18870,20773,21680,22294,22032,22454,22566,22818,22686,22469,22767,23065,22995,22733,22673,23004,22889,22667,22718,23081,23176
